QUEST_LV_0200_20150317_000001	Philip's Soldiers
QUEST_LV_0200_20150414_006646	Nuaele telah pergi tetapi masih banyak demon yang menuruti perintah dia. {nl}Hal yang sama akan terus berulang kecuali kita mendaptkan fragment dia.
QUEST_LV_0200_20150414_006647	Itu para demon di 4th Isolation Area. {nl}Tolong jadikan apa yang dulu pernah terjadi sebagai pelajaran supaya hal ini tidak terjadi lagi di masa depan. {nl}
QUEST_LV_0200_20150414_006648	Terima kasih. Aku akan menghancurkan fragment ini sendiri. {nl}Semoga Goddess memberkati kamu.
QUEST_LV_0200_20150414_006649	Nuaele melakukan pemanggilan demon di daerah kekuasaannya. {nl}Tetapi dia lemah jadi mudah untuk mengalahkannya. {nl}
QUEST_LV_0200_20150414_006650	Vakarine menunggu pertolongan kamu di 3rd Area. {nl}Cepat pergi.
QUEST_LV_0200_20150414_006651	Tolong bantu Zydrone melengkapi Evening Star Key. {nl}Kamu bisa mendapatkan kekuatan Dionys dari kunci itu.
QUEST_LV_0200_20150414_006652	Kekuatan untuk melindungi dari Valtruss adalah yang mengendalikan ego Dionys. {nl}Sayangnya, kekuatan itu bisa disingkirkan jika kekuatan Goddes diletakkan di Evening Star Key.
QUEST_LV_0200_20150414_006653	Pertama, tutup dimensional crack kecil di Scars of Fighting Spirit. {nl}Akan sulit untuk melakukan ritual dengan adanya gelombang demon yang datang.
QUEST_LV_0200_20150414_006654	Sekarang pergi ke Orualma Grand Hall. {nl}Lindungi aku sementara aku meletakkan kekuatan Goddes di Evening Star Key.
QUEST_LV_0200_20150414_006655	Ini. Berikan kunci ini ke Aldona. {nl}Dia pasti memblokir Dionys sekarang. Cepat.
QUEST_LV_0200_20150414_006656	Cepat, Kekuatan dari Goddess Vakarine.. {nl}Gunakan Evening Star Key untuk melepas Rwalda, kasa, dan Rada seal.
QUEST_LV_0200_20150414_006657	Kami, Kupoles, tidak bisa menahan Dionys. {nl}Bahkan Vakarine tidak bisa melakukan apa apa jika kita telat.
QUEST_LV_0200_20150414_006658	Kita akan mulai memisahkan kekuatan dari Dionys. {nl}Jika kita gagal.. Hasilnya akan sama seperti jika banyak demon kabur. {nl}
QUEST_LV_0200_20150414_006659	Kita harus mendekat dengan hati hati. Beritahu aku jika kamu siap.
QUEST_LV_0200_20150414_006660	Houberg kabur kearah Prison 4th Area, dijaga oleh Daiva. {nl}Tolong berikan kepada Goddess dulu. Aku akan mengurus Dionys.
QUEST_LV_0200_20150414_006661	Kamu masih disini, jadi ini tidak terlalu telat. {nl}4th Area yang dia tuju seperti labirin. Daiva bisa dengan mudah mengejar dia.
QUEST_LV_0200_20150414_006662	Valtruss telah dikalahkan tetapi pengikutnya masih tersisa di Orualma Grand Hall. {nl}Aku ingin kamu membiarkan para demon membayar dosa dosa mereka.
QUEST_LV_0200_20150414_006663	Grand Hall adalah tempat dimana para Goddess memulihkan kekuatannya. {nl}Itulah kenapa tempat itu selalu aman dari para demon. Terima kasih banyak.
QUEST_LV_0200_20150414_006664	Dionys tidak pulih dengan baik. {nl}Menurutku mendatkan cakar yang memiliki kekuatannya dapat menolong dia pulih.
QUEST_LV_0200_20150414_006665	Dionys hanya ciptaan biasa dari dunia manusia. {nl}Para Goddess mengasuh dia pada saat para demon berlaku kejam kepada dia.{nl}
QUEST_LV_0200_20150414_006666	Sekarang, dia adalah pelindung Vakarine yang paling setia. {nl}Meskipun dia kehilangan kekuatannya, dia pasti kesakitan.
QUEST_LV_0200_20150414_006667	Banyak demon yang kabur dari serangan Dionys didekat Rwalda Seal. {nl}Kita hanya bisa berharap Dionys claw masih bersama mereka.
QUEST_LV_0200_20150414_006668	Dionys seharusnya mendapatkan kekuatannya untuk Vakarine supaya pulih. {nl}dan banyak hal yang Dionys harus lakukan.
QUEST_LV_0200_20150414_006669	Terima kasih. {nl}Ini akan menjadi pertolongan desar soal Dionys yang melemah.
QUEST_LV_0200_20150414_006670	Pelindung di Nevirau Ruins adalah yang paling lemah mereka pasti menuju kesana. {nl}Cepat ikuti mereka.
QUEST_LV_0200_20150414_006671	Wanita yang meninggalkan anak pohon, Siapakah dia?
QUEST_LV_0200_20150414_006672	Aku tidak bisa pergi jika aku memikirkan kebaikan dari Gina Greene. {nl}Tetapi tanahnya sudah tercemar jadi aku khawatir aku harus pergi.
QUEST_LV_0200_20150414_006673	Bahkan seseorang yang jauh seperti kamu membantu aku sehingga aku terhibur. {nl}Para druid berkata mereka akan menolongku jadi aku harus percaya.
QUEST_LV_0200_20150414_006674	Aku tidak tahan dengan polusi lagi. {nl}Setidaknya, itu lebih baik daripada Farm yang berada di samping kita.
QUEST_LV_0200_20150414_006675	Kalahkan Houberg servants dari Inner Section dan kumpulkan soul pieces. {nl}Tujuannya adalah untuk mengumpulkan jiwa dia sebanyak mungkin.{nl}
QUEST_LV_0200_20150414_006676	Aku tau para druid mencoba membersihkan Farm. {nl}Aku hanya mengeluh karena frustasi.
QUEST_LV_0200_20150414_006677	Para druid lah yang bekerja keras. {nl}Setidaknya area ini milik Gina Greene tetapi aku penasaran dengan apa yang akan mereka lakukan pada Farm yang ada disebelah kita.
QUEST_LV_0200_20150414_006678	Semua Farm yang aku lihat sudah tercemar oleh evil aura atau penuh dengan monster. {nl}Tetapi aku punya firasat baik tentang tempat ini.
QUEST_LV_0200_20150414_006679	Kemana kamu pergi? {nl}Ini adalah tanah pribadi Shaton.
QUEST_LV_0200_20150414_006680	meskipun kamu punya izin dariku, kamu sebaiknya hati hati. {nl}Master Shaton sensitif dengan permasalahan anaknya.
QUEST_LV_0200_20150414_006681	meskpiun kamu punya izin dariku, Kamu harus mengurus pengikutku sendiri.
QUEST_LV_0200_20150414_006682	Meskipun kamu adalah seorang Savior, kamu sebaiknya jangan macam macam. {nl}Polusi disini bukanlah sesuatu hal yang harus kamu pikirkan.
QUEST_LV_0200_20150414_006683	Ada seorang Druid mengotori Farm. {nl}Aku akan mengusirnya segera, jika bukan untuk Gina Greene.
QUEST_LV_0200_20150414_006684	Area ini sebenarnya perkebunan anak keluarga Shaton. {nl}Meskipun sekarang dijalankan oleh Shaton sekarang.
QUEST_LV_0200_20150414_006685	Tingkat pencemaran di Farm ini terlalu banyak. {nl}Elly harus melakukannya dengan baik..
QUEST_LV_0200_20150414_006686	Aku tidak tahu bagaimana caraku membujuk pemilik Shaton. {nl}Kudengar dia amat keras kepala.
QUEST_LV_0200_20150414_006687	Jelas sekali, pertanian ini sangat berbeda dari sebelumnya. {nl}Apa yang terjadi.
QUEST_LV_0200_20150414_006688	Tenant Farmer Veis
QUEST_LV_0200_20150414_006689	Bahkan jika Sir Shaton mengubah pikirannya, Itu sudah terlambat. {nl}Kecuali jika keajaiban dari Goddess terjadi, bagaimana bisa polusi ini bisa dibersihkan.
QUEST_LV_0200_20150414_006690	Pencemaran semakin buruk. {nl}Aku tidak tahu bagaimana lagi caranya membujuk dia..{nl}
QUEST_LV_0200_20150414_006691	Sekarang dia mencoba kabur menggunakan tubuh pengikutnya. {nl}Mari periksa sebelum mengalahkan demon yang mengandung Houberg. Sampai dia menyerah.
QUEST_LV_0200_20150414_006692	Kepemimpinan kamu adalah pertolongan besar. {nl}Aku ingin tahu apakah ini semua bimbingan dari Goddess..
QUEST_LV_0200_20150414_006693	Aku merencanakan untuk mempelajari tentang anak pohon yang misterius dari sekarang. {nl}Pembersihan skala besar, bukankah itu menakjubkan?
QUEST_LV_0200_20150414_006694	Pertanian ini milik anak ku. {nl}Aku akan melindunginya sampai anak ku kembali.
QUEST_LV_0200_20150414_006695	Para druid tentu sangat berisik. {nl}Apa yang mereka tahu sampai berbicara sangat keras..
QUEST_LV_0200_20150414_006696	Aku pikir pertanian ini akan menggantikan anak ku. {nl}Sekarang.. Aku harus melepaskannya.
QUEST_LV_0200_20150414_006697	Tolong katakan pada druid aku meminta maaf. {nl}Aku yakin anak ku akan mengurusnya dengan baik.
QUEST_LV_0200_20150414_006698	Aku minta maaf. Tidak ada lagi yang bisa aku katakan. {nl}Hanya jika kakak ku masih hidup..
QUEST_LV_0200_20150414_006699	Aku senang sepertinya dia telah kembali ke ayahnya. {nl}Kamu pikir kakak ku akan pergi ke tangan Goddess dengan selamat ?
QUEST_LV_0200_20150414_006700	Aku akan menyerahkan perkebunan anggur dan meningkatkan pengobatan para petani. {nl}Menurutku kakak ku akan melakukan yang sama.
QUEST_LV_0200_20150414_006701	Aku tidak apa apa selama pemiliknya membayarku tetapi aku yakin yang lainnya menjadi gila karena evil aura. {nl}Menumbuhkan anggur di kebun yang terkontaminasi yang orang orang tidak bisa makan
QUEST_LV_0200_20150414_006702	Semua orang memiliki cerita sendiri, iya kan. {nl}Sir Shaton dan perkebunan ini juga.
QUEST_LV_0200_20150414_006703	Terima kasih untuk beberapa saat lalu. {nl}Aku tidak ingin tinggal di tempat mengerikan itu lagi.
QUEST_LV_0200_20150414_006704	Mungkin para druid benar. {nl}Kita tidak perlu melewati ini jika kita bisa membersihkan perkebunan, iya kan?
QUEST_LV_0200_20150414_006705	Beberapa karung aneh muncul dari perkebunan lain. {nl}Tetapi itu perintah baron jadi kita harus membersihkannya.
QUEST_LV_0200_20150414_006706	Aku sangat tidak tahu tentang itu. {nl}Seorang pria didalam? Mereka pasti salah.
QUEST_LV_0200_20150414_006707	Semenjak hari itu, demon telah menjadi sesuatu yang harus mati.
QUEST_LV_0200_20150414_006708	Berantakan sekali.{nl} Meskipun, Aku telah menerima perintah langsung untuk mengurus langsung tas, Aku tidak tahu apa yang terjadi.
QUEST_LV_0200_20150414_006709	Celah yang tercemar milik kamu.{nl} Tolong urus demon souls.
QUEST_LV_0200_20150414_006710	Apakah kamu melihat sesuatu yang aneh? {nl} Jangan pedulikan. Baron akan mengurus semuanya.
QUEST_LV_0200_20150414_006711	Aku tidak pernah melihat kekuatan jahat di perkebunan, kenapa aku merasa tubuhku sangat berat? {nl} Benarkah, Seperti yang dikatakan baron, karena jiwa yang aneh..
QUEST_LV_0200_20150414_006712	Demon Lord Hauberk.. Hari hari terakhirnya suram karena dia dikhianati
QUEST_LV_0200_20150414_006713	Meskipun celah kontaminasi yang besar telah menghilang, tetapi masih banyak demon datang dari celah tersebut.{nl}Kita akan menangani kesalahan dulu.
QUEST_LV_0200_20150414_006714	Belakangan ini, Aku sakit.{nl}Kelihatannya hasil panen tidak sama seperti tahun lalu.
QUEST_LV_0200_20150414_006715	Apa yang bisa aku katakan. Aku tidak membeci prajurit dan hasil panen tidak buruk..{nl}Entah bagaimana, Aku tidak merasa sehat.
QUEST_LV_0200_20150414_006716	Terima kasih.{nl}Kita akan mengumpulkan kekuatan Houberg dan menyerahkannya kepada Goddes.{nl}
QUEST_LV_0200_20150414_006717	Goddess menunggu kamu di Prison District 5.{nl}Ayo bergerak.
QUEST_LV_0200_20150414_006718	Kami tidak tahu apakah Goddes iya atau tidak, tetapi kita membutuhkan untuk menunjukan mereka sebuah sampel.{nl}Bisakah kamu mengumpulkan demon tooth di Heuradeti Instersection?
QUEST_LV_0200_20150414_006719	Hoberg..{nl}Hidupnya terlalu sedih, tetapi itu seharusnya disingkirkan.{nl}
QUEST_LV_0200_20150414_006720	Hmm. Kita datang kesini karena kamu.{nl}Kita mempunyai upacara untuk menutup celah yang tercemar, Kamu harus benar benar siap.
QUEST_LV_0200_20150414_006721	Terima General RUne.{nl}Mari kumpulkan demon soul untuk digunakan dan kumpulkan contaminated gap.
QUEST_LV_0200_20150414_006722	Kamu harus menuju Rankina Isolation District, Ishsula Broken District dan Hehmastar Isolation District.{nl}Jika kamu kalahkan demon menggunakan General Rune, Kami akan menyelamatkan Soul
QUEST_LV_0200_20150414_006723	Aku ingin kamu mengumpulkan seal symbol of demon di Hehmastar Isolation District.{nl}Itu mempunyai kekuatan yang besar juga.
QUEST_LV_0200_20150414_006724	Ini jelas benar bahwa semua demon harus dikalahkan.{nl}Semenjak Hari Divine Tree, demon tidak bisa dimaafkan.
QUEST_LV_0200_20150414_006725	Tidak diizinkan Manusia untuk masuk. {nl}Tetapi, kamu diizinkan oleh para Goddess.
QUEST_LV_0200_20150414_006726	Aku menunggu kamu dengan Aldona order.{nl}Tetapi, tolong tunggu karena aku masih belum siap.
QUEST_LV_0200_20150414_006727	Meskipun Master Demon menghilang, bukan berarti kedamaian telah datang.{nl}Ini benar benar damai dengan mengalahkan semua Demon.
QUEST_LV_0200_20150414_006728	Demon Prison ini tidak berhubungan dengan semua dunia..{nl}Dunia manusia akan terkena bencana baru, jika daerah ini jatuh ketangan demon.
QUEST_LV_0200_20150414_006729	Dionys..Dia adalah orang yang tahu tentang Vakarine.{nl}Jadi, Dia bisa menahan rasa sakit sendiri.{nl}
QUEST_LV_0200_20150414_006730	Pelindung Goddess's  harusnya selesai jika Vakarine pulih dengan cepat.{nl}Sampai, celah yang tertular muncul secara berkala.
QUEST_LV_0200_20150414_006731	Penjara ini dibuat oleh Goddess Ausrine.{nl}Biasanya Vakarine berkunjung kesini.
QUEST_LV_0200_20150414_006732	Sebenarnya, Kyupol tidak mengurus Dionys.{nl}Cepat, tolong lengkapi General Key.
QUEST_LV_0200_20150414_006733	Apakah General key masih belum siap?
QUEST_LV_0200_20150414_006734	Oh..Dionysku yang malang..Aku minta maaf karena memberikan beban yang besar.
QUEST_LV_0200_20150414_006735	Savior. Kamu tidak bisa menutup dimensional crack kecuali jika kamu bisa mendapatkan kembali Dionys.{nl}Aku memintamu dengan nama Goddess untuknya.
QUEST_LV_0200_20150414_006736	Hoberg..Aku sudah menduga.
QUEST_LV_0200_20150414_006737	Aku tidak bisa mengatakan yang sejujurnya karena kamu dekat dengan Hoberg.{nl}Tolong maafkan aku.
QUEST_LV_0200_20150414_006738	Hoberg juga pendosa.{nl}Kamu tidak perlu merasa kasihan.
QUEST_LV_0200_20150414_006739	Melihat dari kamu.{nl}Kita harus harus mendengarkan peringatan Laima ini dari pertama.
QUEST_LV_0200_20150414_006740	Banyak sekali pengorbanan.{nl}Kerusakan di penjara masih banyak karena efek dari celah yang tercemar.
QUEST_LV_0200_20150414_006741	Kerja bagus.{nl}Mari gunakan simbol ini untuk meningkatkan Hoberg's soul.
QUEST_LV_0200_20150414_006742	It's almost ready.{nl}Aku bertanya kepada mu tolong lakukan, sementara aku dan Kupole menutup celah yang tercemar.
QUEST_LV_0200_20150414_006743	Semenjak kita menutup dimensional crack, para Demon sudah berpencar.{nl}Tetapi aku tidak kuat untuk bergerak..{nl}
QUEST_LV_0200_20150414_006744	Di masa depan, Para demon harus dicegah untuk berkumpul di tempat yang sama.{nl}Kalahkan para demon di Vanaga Monitor District.
QUEST_LV_0200_20150414_006745	Para demon berusahaDemons are trying to expand the power using the disaster spirit.{nl}Bahkan setelah mengatasi bencana saat ini, kedamaian masih terasa sangat jauh.
QUEST_LV_0200_20150414_006746	Celah akan terbuka kembali jika kita, Kupoles, tidak memperhatikannya.{nl}Aku harap kita bisa menemukan Goddess Laima secepatnya..
QUEST_LV_0200_20150414_006747	Ada yang mengatakan Dionys kesakitan karena pemulihan yang lambat.{nl}Bisakah kamu mengumpulkan empty souls of demon di Pasaga Isolation District.
QUEST_LV_0200_20150414_006748	Jika Dionys sudah pulih, para Goddess bisa meringankan beban.
QUEST_LV_0200_20150414_006749	Terima kasih.{nl}Jika Dionys sudah sembuh, Itu karena kamu.
QUEST_LV_0200_20150414_006750	Celah kecil yang tercemar menjauh dari kita.{nl}Tetapi, Kita tidak tahu karena kita fokus menstabilkan.
QUEST_LV_0200_20150414_006751	Bisa kah kamu mengurus celah kecil di Gabara Isolation District?
QUEST_LV_0200_20150414_006752	Kita sangat berhutang kepada kamu
QUEST_LV_0200_20150414_006753	Terima Kasih.{nl}Aku akan mencari cara untuk menghindari membuka celah kecil itu.
QUEST_LV_0200_20150414_006754	Berapa lama Aldona akan bertahan..
QUEST_LV_0200_20150414_006755	Jika Vakarine telah menerima peringatan dari Laima..{nl}Situasi sekarang sudah membaik kan?
QUEST_LV_0200_20150414_006756	Meskipun aku menerima tanah dari Gitise tetapi itu semua kotor.{nl}Terutama, Ridimed. Tetapi, apa yang bisa dia lakukan dengan pick yang baru dia dapatkan?
QUEST_LV_0200_20150414_006757	Aku akan memancing Demons ke evil stone sementara karena segel melemah.
QUEST_LV_0200_20150414_006758	Untuk sekarang, kita dapat sedikit meyakinkan diri kita.{nl}Maafkan karena telat memperkenalkan diri, Aku adalah Goddess Austeja's priest Raeli.{nl}
QUEST_LV_0200_20150414_006759	Goddess Austeza menyegel dua tempat sumber kejahatan.{nl}Tapi, tempat penyegelan menjadi lemah akibat serangan monster.
QUEST_LV_0200_20150414_006760	Bagaimana bisa kamu..ada banyak sekali monster yang bersembunyi.{nl}Yang penting kamu baik-baik saja.
QUEST_LV_0200_20150414_006761	Kisah gadis misterius..{nl}Kita tidak pernah tahu petunjuk cara membersihkan semua tempat.
QUEST_LV_0200_20150414_006762	Pemilik farm ini adalah Gina Green.{nl}Mereka berbaik hati mengizinkan kami yang kehilangan rumah untuk tinggal disini sejak day of Divine Tree.
QUEST_LV_0200_20150414_006763	Aku marah.{nl}Aku ingin para Druid membasmi monster-monster itu, tapi mereka hanya memperhatikan pohon.
QUEST_LV_0200_20150414_006764	Klaipeda ingin mencoba meningkatkan jumlah makanan yang tersalurkan.{nl}Karena Goddess telah pergi dan kita tidak bisa memperkirakan apa yang akan terjadi.
QUEST_LV_0200_20150414_006765	Itu sangat mengesankan.[nl}Pertama, kumpulkanlah remains of Tama. Ada yang ingin aku periksa.
QUEST_LV_0200_20150414_006766	Aneh. Aku pikir kita harus menyerah, tapi sepertinya telah tercampur dengan spirit lain.{nl}Untuk mengetahui hal ini, kita membutuhkan sesuatu seperti menerima earth spirit. Bisakah kamu membantuku?
QUEST_LV_0200_20150414_006767	Ambillah grape vine's root di Abarza Grape Farm.{nl}Mungkin, 3 roots tidaklah cukup.
QUEST_LV_0200_20150414_006768	Hati-hati, racun akan muncul jika kamu salah sentuh.{nl}Mungkin, monster yang bersembunyi akan muncul.
QUEST_LV_0200_20150414_006769	Sesuatu seperti divine spirit tersebar didalam tanah.{nl}Aku menjaga Garden ini karena kamu.{nl}
QUEST_LV_0200_20150414_006770	Tapi, aku tidak mengetahui dengan jelas tipe-tipe of spirit karena mereka terlalu lemah.{nl}Mungkin, Druid bisa mengetahuinya.
QUEST_LV_0200_20150414_006771	Tidak peduli apa yang kamu rencanakan, jika kamu tidak memiliki izin, akan lebih baik jika kamu pergi dari sini.
QUEST_LV_0200_20150414_006772	Apa? Siapapun dirimu, kamu tidak boleh masuk kemari.{nl}Tapi, mungkin saja, tergantung dirimu..Mengerti?
QUEST_LV_0200_20150414_006773	Mengapa kita tidak menemukan apapun padahal kita sudah yakin mereka mencurinya.{nl}Ini adalah kantung gandum coklat. Ambil lah jika kamu mengerti.
QUEST_LV_0200_20150414_006774	Apa kamu melihat orang yang terluka karena racun?{nl}Kata Soldiers tempatnya tidak jauh..
QUEST_LV_0200_20150414_006775	Kembalilah setelah mengalahkan Short Tree of Jole Farm.{nl}Aku tidak akan meminta kepadamu, jika kamu melakukannya.
QUEST_LV_0200_20150414_006776	Dia pasti sudah kehilangan akal, karena perintahnya adalah untuk memetik polluted grape vines.{nl}Bagaimanapun, hilangnya anak laki-laki keluarga Shaton adalah salah satu alasannya..
QUEST_LV_0200_20150414_006777	Jadi semprotkanlah sesuai porsi yang kuinginkan kepada grape vines tanpa diketahui oleh soldiers.
