QUEST_LV_0400_20161005_000001	Kedoran Alliance Merchant Alta
QUEST_LV_0400_20171128_001718	Luckily, since the core of the device has not taken too much damage, I will be able to fix and alter it.{nl}However, would you be willing to help me with one part?
QUEST_LV_0400_20171128_001719	This system, in order to locate unholy beings, runs only on clean essence.{nl}This was to prevent not only demons from coming into the temple but heretics as well. 
QUEST_LV_0400_20171128_001720	However, since the area is now overrun with demons, it will be more effective if I alter the system to focus simply on them.
QUEST_LV_0400_20171128_001721	For it to properly track demons, we will need to mix Demon's Blood and Essence together and insert it into the device.{nl}Please collect some tainted essence mixed with Demon's Blood.
QUEST_LV_0400_20171128_001722	I do understand the unpleasantness of this task.{nl}But this is all to prevent Hauberk's return.
QUEST_LV_0400_20171128_001723	It will be fine if you just return with Essence mixed with Demon's Blood. 
QUEST_LV_0400_20171128_001724	Please put in the Essence you collected.
QUEST_LV_0400_20171128_001725	Wait a minute. Hauberk is over there.{nl}If you run in hastily, he will capture you and do the same thing he did to the others.
QUEST_LV_0400_20171128_001726	There are too many demons.{nl}It would be better if we first go to Ziureti Hall and check on the system there.
QUEST_LV_0400_20171128_001727	We do not have time to waste.{nl}We should go now.
QUEST_LV_0400_20171128_001728	It is extremely dangerous.{nl}They have already passed on.{nl}We must retreat.
QUEST_LV_0400_20171128_001729	Do you now understand how dangerous this is?{nl}Hauberk could have easily have caught us as well.
QUEST_LV_0400_20171128_001730	Sigh...{nl}Luckily, you successfully interrupted whatever Hauberk was doing. 
QUEST_LV_0400_20171128_001731	However, if you were caught, I too would be in danger. 
QUEST_LV_0400_20171128_001732	Let us not argue and focus on examining the system that is on the way to Ziureti Hall. 
QUEST_LV_0400_20171128_001733	Unidentified Facility
QUEST_LV_0400_20171128_001734	Speak with you...I am Agailla Flurry...apparition...
QUEST_LV_0400_20171128_001735	Deception Hauberk...monk...hypnotize...his side...use you... 
QUEST_LV_0400_20171128_001736	As he wishes...Hauberk...tired...follow...what I say...
QUEST_LV_0400_20171128_001737	First...better talk with me...this device...
QUEST_LV_0400_20171128_001738	...to fix...in Tiesa Hall...Apparition Generator...need...
QUEST_LV_0400_20171128_001739	The system password...in Agailla Flurry Chronicles...the completed year...
QUEST_LV_0400_20171128_001740	Narvas Temple...enter locked system password...bring it...put in device...
QUEST_LV_0400_20171128_001741	The system password...in Agailla Flurry Chronicles...is...Narvas Temple...
QUEST_LV_0400_20171128_001742	...completed year...enter locked system password...bring it...put in device...
QUEST_LV_0400_20171128_001743	Agailla Flurry's Spirit
QUEST_LV_0400_20171128_001744	I wasn't able to convey myself fully, however you still knew to unlock the system, bring the Apparition Generator, and fix the device. I'm impressed.
QUEST_LV_0400_20171128_001745	You are talking with me, Agailla Flurry's Apparition, also known as the manager of Narvas Temple. 
QUEST_LV_0400_20171128_001746	I left most of the tasks to the monks, but since the three Hauberks woke up and you have arrived, I've decided to intervene.
QUEST_LV_0400_20171128_001747	Monk Aistis' fear of dying at the hands of Ambition Hauberk left his mind weak.{nl}This made it easier for Deception Hauberk to hypnotize Aistis and gain the upper hand.
QUEST_LV_0400_20171128_001748	Deception Hauberk did not anticipate your arrival.{nl}However, after you met Monk Aistis in Izoliacjia Plateau, Deception Hauberk decided to use you aswell.
QUEST_LV_0400_20171128_001749	You were fooled by Deception Hauberk, but the tables have turned. 
QUEST_LV_0400_20171128_001750	In this temple is the ruthless, highly ambitions, but non-resourceful, Ambition Hauberk. 
QUEST_LV_0400_20171128_001751	The constantly suspicious, concerned with preservation and always careful, is Suspicion Hauberk. 
QUEST_LV_0400_20171128_001752	For thousands of years, preparing but not revealing his true intentions to the others, is Deception Hauberk.
QUEST_LV_0400_20171128_001753	To become whole they are keeping each other in check, under contact that they will not involve themselves in each others work.{nl}However, little by little Deception Hauberk is shifting the balance.
QUEST_LV_0400_20171128_001754	The problem is Deception Hauberk is taking the lead to return to his former self, Demon Lord Hauberk. 
QUEST_LV_0400_20171128_001755	If this happens we will not be able to stop Demon Lord Hauberk's return.{nl}You and I will use the current imbalance to defeat Hauberk. 
QUEST_LV_0400_20171128_001756	Help Monk Aistis and, to completely break the balance of power, take my staff to Deception Hauberk. 
QUEST_LV_0400_20171128_001757	I awaited your return.{nl}If you hand over the magic crystal you collected, I will improve the system.
QUEST_LV_0400_20171128_001758	In Ziureti Hall, the weapon that can defy Hauberk, Agailla Flurry's Staff is protected by a device..{nl}We should there and collect the staff.
QUEST_LV_0400_20171128_001759	Return to Monk Aistis and follow what he says.
QUEST_LV_0400_20171128_001760	Able to defy Hauberk, Agailla Flurry's Staff contains an enormous amount power.{n}Thus, if demons are around, the device protecting the staff will not open.
QUEST_LV_0400_20171128_001761	When there are no demons around, you'll be able to open it.
QUEST_LV_0400_20171128_001762	You can open the device now.
QUEST_LV_0400_20171128_001763	Agailla Flurry Apparition
QUEST_LV_0400_20171128_001764	With that, the balance of power has been shattered.
QUEST_LV_0400_20171128_001765	Use this imbalance of power ignite a fight amongst themselves.{nl}I will explain more in Narvas Temple Annex.
QUEST_LV_0400_20171128_001766	Deception Hauberk has acquired Agailla Flurry's staff but to become whole he must absorb Ambition Hauberk and Suspicion Hauberk.{nl}And to explain to the other two Hauberks, without any misunderstand, the events that have occurred here will be difficult. 
QUEST_LV_0400_20171128_001767	However, Deception Hauberk has not concerned himself with how he will go about absorbing the remaining two.{nl}This we will take advantage of.
QUEST_LV_0400_20171128_001768	We will make it obvious to the other two Hauberks that Deception Hauberk is planning an attack.{nl}Plant the idea that Deception Hauberk is weakening them in order to easily absorb them.
QUEST_LV_0400_20171128_001769	Now, if you say that the system in Deception Hauberk's Sealed Hall has been altered, Monk Aistis will say otherwise.{nl}His response will be obvious.
QUEST_LV_0400_20171128_001770	This is because he does not know what goes on here.{nl}Do not worry about the systems. Instead go to Deception Hauberk and do as I have said.
QUEST_LV_0400_20171128_001771	Do not concern yourself with the connection between this and the systems.{nl}If you trust me and follow what I say, we will stop Hauberk.
QUEST_LV_0400_20171128_001772	I will consider what needs to be done and tell you.
QUEST_LV_0400_20171128_001773	If you wish to fix this system, I will need parts from Flurry's device.{nl}These parts are small making them hard to find.
QUEST_LV_0400_20171128_001774	Please use this Absorbing Stone.{nl}When you use it it will  attract the small parts and pull them towards you.
QUEST_LV_0400_20171128_001775	Please use the Absorbing Stone and bring Flurry's Device Parts to me.
QUEST_LV_0400_20171128_001776	Agailla Flurry Apparition
QUEST_LV_0400_20171128_001777	Just as I wanted, you have conveyed the message to Deception Hauberk.{nl}You did well in such a dangerous situation.
QUEST_LV_0400_20171128_001778	Now, we must make Suspicion Hauberk and Ambition Hauberk aware of Deception Hauberk's actions.{nl}Once they are aware, they will begin to fight.
QUEST_LV_0400_20171128_001779	We will start by informing Suspicion Hauberk.{nl}However, seeing as he is a filled with suspicion, if we do not prepare correctly, he will not fall into our trap. Rather he will simply become more suspicious.
QUEST_LV_0400_20171128_001780	You must ransform into the trusted King Hammer and inform him of Deception Hauberk's plan.{nl}Suspicion Hauberk believes himself to be the weakest of the Hauberks. 
QUEST_LV_0400_20171128_001781	Therefore, he will concern himself with how to become whole.{nl}At that point, you most reveal the Contract Token you are carrying.
QUEST_LV_0400_20171128_001782	He and the other Hauberks have searched madly for this item that, when he sees it, it will increase his trust in you.{nl}And, tell Hauberk that the Token needs to be changed before use or it will inflict great harm.
QUEST_LV_0400_20171128_001783	If Suspicion Hauberk is of sound mind, he will say to do this right away.{nl}Then leave Suspicion Hauberk's Sealed Hall and come to Ketinimas Hall.
QUEST_LV_0400_20171128_001784	Agailla Flurry left preparations in case Hauberk was awakened and turned his attacks on the monks.{nl}It's the device right next to me. 
QUEST_LV_0400_20171128_001785	So that the monks could safety evacuate, this device creates scrolls that change the appearance of the user into a monster. 
QUEST_LV_0400_20171128_001786	To create a King Hammer transformation scroll you will need a body essence.{nl}If you collect the Flesh of Black Hohen Olben, you can use that in the device.
QUEST_LV_0400_20171128_001787	First go and collect the Flesh of Black Hohen Olben.
QUEST_LV_0400_20171128_001788	You have done well.
QUEST_LV_0400_20171128_001789	Now we need King Hammer's Blood.{nl}In time, the King Hammers searching for the Contract Token will be passing this way.
QUEST_LV_0400_20171128_001790	Defeat them and insert the King Hammer's Blood into the device.
QUEST_LV_0400_20171128_001791	The transformation scroll is complete.{nl}Now, use this scroll to transform into King Hammer and approach Suspicion Hauberk.
QUEST_LV_0400_20171128_001792	You made that look too easy. Well done.
QUEST_LV_0400_20171128_001793	Now, changing the power within the Contract Token is not easy.{nl}While you were away, I changed the function of the device.
QUEST_LV_0400_20171128_001794	It took time, but it turned out well.{nl}However, the device still does not have the energy it needs to change the power within the Contract Token.
QUEST_LV_0400_20171128_001795	Replacing the energy with condensed magic will be suitable.{nl}Yes, strengthening it with condensed magic will do the trick.
QUEST_LV_0400_20171128_001796	To gain strength, each of Hauberk's Drooper Scouts are in possession of one.{nl}If you defeat them you'll be able to obtain the condensed magic. 
QUEST_LV_0400_20171128_001797	Gather it and insert it into the device.{nl}When you have inserted enough, insert the Contract Token and I will transform its power.
QUEST_LV_0400_20171128_001798	You think it's easy changing the Token's power?{nl}Well, in case it was necessary, Agailla Flurry did prepare changeable functions for the devices.
QUEST_LV_0400_20171128_001799	I have changed the power within the Contract Token.
QUEST_LV_0400_20171128_001800	Please inform Suspicion Hauberk of the Contract Token's change.
QUEST_LV_0400_20171128_001801	Suspicion Hauberk has been taken in by your wonderful acting.{nl}We are a little pressed for time, so I will relay the next stage of the plan at Ambition Hauberk's Sealed Hall.
QUEST_LV_0400_20171128_001802	You have arrived.{nl}Now we must reel in Ambition Hauberk.
QUEST_LV_0400_20171128_001803	Ambition Hauberk's Elite Banshee King has died by your hand, correct?
QUEST_LV_0400_20171128_001804	When you defeated the Banshee King, the tortured monks we released.{nl}Due to that, reeling Ambition Hauberk in will not be difficult. 
QUEST_LV_0400_20171128_001805	Instead, it will be easier.{nl}You'll be able to brainwash the Black Harugal residing under Ambition Hauberk. 
QUEST_LV_0400_20171128_001806	There is one device created by the monks.{nl}It was created by the High Monk in order for them to not forget the important matters at hand. 
QUEST_LV_0400_20171128_001807	That device is right here.{nl}If you record the matter into the device it prints it on the Registry Orb.
QUEST_LV_0400_20171128_001808	For a short period of time, one will not forget the demands contained in the Orb.{nl}To make it simple, you can think of it as a type of suggestive brainwashing.
QUEST_LV_0400_20171128_001809	To create this Registry Orb we only need to record two sentences into the device. 
