QUEST_20150317_000001	Please select the user requiring a quest update.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM
QUEST_20151102_002972	Welcome back! This is the commercial district of Klaipeda.{nl}You will find all sorts of accessories and equipment being sold here.	어서 오세요. 클라페다 상점가입니다.{nl}각종 장신구와 도구, 장비를 판매 중입니다.	QUEST_20150317_000818	Welcome to Klaipeda Shopping Center. {nl}You can shop for a variety of accessories, tools, equipment, and other items.	어서오세요. 클라페다 상점가입니다.{nl}각종 장신구와 도구, 장비를 판매 중입니다.	알림판
QUEST_20151102_002973	Welcome! Here to drop something off?	어서 오세요!{nl}무엇을 맡아드릴까요?	QUEST_20150414_001883	Welcome! {nl}How can I help you?	어서오세요!{nl}무엇을 맡아드릴까요?	창고지기 리타
QUEST_20151102_002974	Nameless Demon	이름 모를 마족	ETC_20150317_005321	Demon	마족	
QUEST_20151102_002975	Chase after the girl!{nl}She must not meet with the Revelator!	추격해!!{nl}절대 계시자와 만나게 해선 안 된다!	QUEST_20151022_002872	Chase after the girl!{nl}She must not meet with the Revelator!	소녀를 쫓아라!{nl}절대 계시자와 만나게 둬선 안된다!	이름 모를 마족
QUEST_20151102_002976	Finally found you! The ferrets do have their uses.	드디어 찾았다!{nl}페릿 녀석들도 쓸모가 있군.	QUEST_20151022_002873	Finally found you! The ferrets do have their uses.	드디어 찾았다! 페릿 놈들도 쓸모가 있구나.	마군주 자우라
QUEST_20151102_002977	There seems to be a fly hidden among us... Find and eliminate them.	벌레가 한 마리 꼬인 건가.. {nl}저 녀석은 알아서 처리해라.	QUEST_20151022_002874	There seems to be a fly hidden among us... Find and eliminate them.	파리가 한 마리 꼬였군.. 저 놈은 알아서 처리해라.	마군주 자우라
QUEST_20151102_002978	Halt!{nl}You must not be an average fly to make it this far.{nl}	멈춰라! {nl}이곳까지 오다니 보통 벌레가 꼬인 건 아닌가 보구나.{nl}	QUEST_20151022_002875	Halt! You must not be an average fly to make it this far.	멈춰라! 이곳까지 오다니 보통 파리가 꼬인 건 아닌 가 보구나.	마군주 자우라
QUEST_20151102_002979	Did your legs froze from fear?{nl}Or do you actually believe a human like you can handle my axe?{nl}	겁에 질려 다리가 얼어붙은 것인가.{nl}아니면 감히 인간 따위가 내 도끼를 받아낼 수 있을 거라 생각하는 건가?{nl}	QUEST_20151022_002876	Perfect timing, my body was starting to turn stiff.{nl}Don't you dare think you'll return alive. Grasshopper!	안 그래도 몸이 근질거렸는데 잘 됐군.{nl}살아돌아갈 생각은 하지 마라. 애송이!	마군주 자우라
QUEST_20151102_002980	Then, I shall send you to your beloved goddess' side!	그렇다면 네 녀석들이 그토록 좋아하는 여신의 품으로 보내주겠다!				마군주 자우라
QUEST_20151102_002981	Don't think this is the end... If you think I'll let you rescue Lada, think again!	끝이라고 생각하지 마라.. {nl}네 녀석이 라다를 구하도록 내버려둘 거라 생각하지 말란 말이다!!	QUEST_20151022_002877	Don't think this is the end... If you think I'll let you rescue Lada, think again!	끝이라고 생각하지 마라.. 네 놈이 라다를 구하도록 내버려둘 거라 생각하지 말란 말이다!!	마군주 자우라
QUEST_20151102_002982	Yes...{nl}It'll be destroyed by your hands...	그래..{nl}네 녀석 손에 부숴질 바에야..{nl}	QUEST_20151022_002878	I cannot hand over the Kruvina to you!	크루비나를 네 손에 넘길 수는 없지!	마군주 자우라
QUEST_20151102_002983	I will crush everything with Kruvina's power!!	크루비나의 힘으로 전부 짓뭉개버리겠다!!	QUEST_20151022_002879	Since it's become to this, I will use the power of Kruvina to crush you!	이렇게 된 이상 크루비나의 힘으로 네 놈을 뭉개주마!	마군주 자우라
QUEST_20151102_002984	What are you doing... Beholder...{nl}This is none of your concern!!	뭐하는 짓이냐.. 주시자..{nl}이건 네가 상관할 바가 아니란 말이다!!	QUEST_20151022_002880	What are you doing... Beholder...{nl}This is none of your concern!	뭐하는 짓이냐.. 주시자..{nl}이건 네 놈이 상관할 바가 아니다!!	마군주 자우라
QUEST_20151102_002985	That idiot...{nl}Did he forget about miss Giltine's mission?{nl}	이 멍청한..{nl}길티네님의 임무를 잊은 것이냐?{nl}	QUEST_20151022_002881	This is Giltine's power.{nl}This desirable power is of no importance to someone like you. 	이힘은 길티네님의 것이다.{nl}하찮은 네 놈이 탐낼 힘이 아니야.	주시자
QUEST_20151102_002986	This power is something you cannot bear.{nl}	이건 네가 감히 감당할 수 있는 힘이 아니다.{nl}	QUEST_20151022_002882	In return, hand over the power that Giltine has approved.	대신 길티네님이 허락하신 힘을 넘겨주도록 하지.	주시자
QUEST_20151102_002987	However, that Revelator...{nl}...certainly needs to be eliminated.{nl}	하지만 저 계시자는.. {nl}확실히 제거할 필요가 있겠군.{nl}				주시자
QUEST_20151102_002988	Zaura.{nl}The sin for forgetting my mission will be repaid with that Revelator's head.{nl}	자우라.{nl}임무를 망각한 죄는 저 계시자의 목으로 대신하겠다.{nl}				주시자
QUEST_20151102_002989	Here. This is the power that miss Giltine has endowed you.{nl}This power is sufficient even without Kruvina's power.{nl}{nl}	자. 길티네님께서 네게 내려주신 힘이다.{nl}이 힘이라면 크루비나가 아니라도 충분할 것이다.{nl}{nl}				주시자
QUEST_20151102_002990	Just now... A female child?{nl}Am I correct?{nl}	방금 그건.. 여자아이?{nl}맞죠?{nl}	QUEST_20151022_002883	Thank you for rescuing us. If it weren't for your light, it might have become dangerous.{nl}I will return back to town and inform that the ferrets have appeared.	구해주셔서 감사합니다. 당신의 빛이 아니었다면 위험했을 겁니다.{nl}저는 마을로 돌아가서 페릿이 나타났었다고 알리겠습니다.	마을 사제
QUEST_20151102_002991	What is that strange light...{nl}What is happening?{nl}	그 이상한 빛은 또 뭐고.. {nl}도대체 무슨 일이 일어난 거죠?{nl}				마을 사제
QUEST_20151102_002992	...I will first return back to town and inform that the ferrets have appeared.{nl}Thanks for rescuing me.	..일단 마을로 돌아가서 페릿이 나타났다고 알려야겠어요.{nl}구해주셔서 고맙습니다.				마을 사제
QUEST_20151102_002993	I pray to the goddess hoping that my prediction is correct.{nl}Oh right, you do know that bonfire has to be burnt with firewood?{nl}	제발 제 예상이 맞길 여신께 기도해야겠어요.{nl}참, 모닥불은 장작으로 피워야 되는 거 아시죠?{nl}				드루이드 레야
QUEST_20151102_002994	Demon Goddess Giltine	마신 길티네				
QUEST_20151102_002995	Laima's wings...{nl}It's beautiful every time I look at it...	라이마의 날개..{nl}언제 봐도 아름답군요..	QUEST_UNUSED_20151102_002707	Laima...{nl}	라이마..{nl}	마신 길티네
QUEST_20151102_002996	However, I do not like the color.	하지만 색이 마음에 들지 않네요.				마신 길티네
QUEST_20151102_002997	Look.{nl}The side with the crimson color is much more beautiful...	봐요.{nl}붉은 쪽이 훨씬 더 아름다운걸요..				마신 길티네
QUEST_20151102_002998	Are you regretting the decision?{nl}I can feel it. We are sisters after all...	후회하고 있지요?{nl}난 느낄 수 있어요. 우린 자매니까..				마신 길티네
QUEST_20151102_002999	Does it hurt a lot?{nl}Are you sad?	많이 아파요?{nl}슬픈가요?				마신 길티네
QUEST_20151102_003000	Do you hate... me?	내가.. 미운가요?				마신 길티네
QUEST_20151102_003001	Just wait a little bit more.{nl}Soon... That person will awake.	조금만 기다려요.{nl}곧.. 그 분이 깨어나실 거예요.				마신 길티네
QUEST_20151102_003002	The pain and sorrow... Despair...{nl}All those will subside within that person.	그 고통과 슬픔.. 절망.. {nl}모든 것이 그 분 안에서 전부 사그라들테니까..				마신 길티네
QUEST_20151102_003003	Please help me...{nl}Revelator, please... Please stop Giltine.	구해주세요.. {nl}제발 계시를.. 길티네를 막아주세요..				여신 라이마
QUEST_20151102_003004	(A voice calling out for me can be heard.)	어디선가 나를 부르는 목소리가 들린다.				신도의 영혼
QUEST_20151102_003005	A method to purify the earth...{nl}I believe that the clerics might know more about this topic.	대지를 정화하는 방법이라..{nl}그런 건 저보단 성직자분들이 잘 알지 않을까 싶은데요.				스콰이어 마스터
QUEST_20151102_003006	I know a method to purify the demons.{nl}	마족을 정화하는 방법은 내가 알고 있지.{nl}				로그 마스터
QUEST_20151102_003007	You need to hold your breath, so that no one will sense you.{nl}Then, quietly get closer to the lights...{nl}	일단 숨을 참아야 해. 아무도 눈치채지 못하게 말야.{nl}그다음에 등 뒤로 조용히 다가가는 거지..{nl}				로그 마스터
QUEST_20151102_003008	Darn. A method to purify the earth, but not the demons?{nl}You should've found Druid Master if that's the case. The order is wrong.	이런. 마족이 아니라 대지를 정화하는 방법이라고?{nl}그런 거라면 드루이드 마스터를 찾아갔어야지. 번지수가 틀렸어.				로그 마스터
QUEST_20151102_003009	You need my power?{nl}The price is bit steep. Is it a job worth that much?{nl}	내 힘이 필요하다고?{nl}댓가는 좀 비싼데. 그만한 가치가 있는 일인가?{nl}				도펠죌트너 마스터
QUEST_20151102_003010	Hold on... A method to purify the earth?{nl}Hey... I'm just a mercenary. Go find the answers somewhere else.	잠깐.. 대지를 정화하는 방법?{nl}이봐.. 나는 용병이라고. 그런 건 딴데 가서 알아봐.				도펠죌트너 마스터
QUEST_20151102_003011	You came to the wrong place if you're looking for a method to purify the earth.{nl}No matter how you look at it, wouldn't that Druid Master have the answers?	대지를 정화하는 방법이라면 잘못 찾아왔어.{nl}아무리 봐도 저기, 드루이드 마스터가 잘 알 것 같지 않아?				하카펠 마스터
QUEST_20151102_003012	The ferret plays dead in critical situations.	페릿은 위급한 상황에는 죽은 척을 하는 것 같다.	QUEST_20151022_002884	The ferrets play dead in critical situations.	페릿은 위급한 상황에 죽은 척을 하는 것 같다.	페릿
QUEST_20151102_003013	The ferret doesn't seem to like fruits that much.	페릿은 생각보다 과일을 별로 좋아하지 않는 것 같다.	QUEST_20151022_002888	The ferrets are carnivorous animals and doesn't seem to like fruits that much.	페릿은 육식 동물이라 생각보다 과일을 좋아하지 않는 것 같다.	페릿
QUEST_20151102_003014	The ferret became stronger by touching the totem.{nl}Ferrets! Win against humans!	토템 만지면 페릿 강해져.{nl}페릿! 인간 이긴다!	QUEST_20151022_002889	Demons. Set up. Totem.{nl}Totem. Touch. Ferrets become stronger.{nl}Ferrets. Win against humans!	마족. 세웠다. 토템.{nl}토템. 만지면. 페릿 쎄져.{nl}페릿. 인간 이긴다!	페릿
QUEST_20151102_003015	The fruit has become bigger!{nl} Run away coward humans!{nl}	과일 커졌어! {nl}겁쟁이 인간 도망쳐!{nl}	QUEST_20151022_002890	The fruit has become bigger. Run away coward humans.{nl}No human qualifications! Ferrets will scare them away!	과일 커졌다. 겁쟁이 인간 도망쳐.{nl}인간 자격 없어! 페릿이 쫓아낸다!	페릿
QUEST_20151102_003016	No human qualifications!{nl} Ferrets will scare them away!	인간 자격 없어! {nl}페릿이 쫓아낸다!				페릿
