ETC_20150317_000001	케파
ETC_20150323_009908	정찰꾼들의 보고에 따르면 기원의 숲의 고지대에서 예전엔 보지 못했던 마력장치를 발견했다고 합니다. 활성화해보려고 하였으나 주변의 몬스터들이 너무 많아서 목숨만 겨우 건져서 도망쳐 왔다고 합니다. 누군가 마력장치를 작동시켜서 어떤 효과를 발휘하는지 확인해 봐야 합니다.
ETC_20150323_009909	테넷 화원을 지나 카틴 숲 입구로 이동
ETC_20150323_009910	람스티스 협곡에 태양의 항아리 놓기
ETC_20150323_009911	나크티스와 관련된 문헌 찾기
ETC_20150323_009912	아셀루의 어린 잎 구해 오기
ETC_20150323_009913	코왁으로부터 불쏘시개 구하기
ETC_20150323_009914	나무뿌리 수정에 불쏘시개 넣기
ETC_20150323_009915	몬스터들로부터 순례자의 영혼을 분리하여 나무뿌리 수정 공격하기
ETC_20150323_009916	제단로의 몬스터에게 시험용 시약 실험
ETC_20150323_009917	성소 주변으로 몬스터를 유인한 뒤 처치
ETC_20150323_009918	마족 소환진 없애기
ETC_20150323_009919	성소의 휘장을 찾아 성소에서 태우기
ETC_20150323_009920	갈대뿌리에 기생하고 있는 트리암볼로에게서 갈대 수액 결정 구하기
ETC_20150323_009921	첫 번째 항아리에 모인 수액 채취
ETC_20150323_009922	두 번째 항아리에 모인 수액 채취
ETC_20150323_009923	세 번째 항아리에 모인 수액 채취
ETC_20150323_009924	아크멘스 능선의 사람들에게 해독제 구하기
ETC_20150323_009925	비에샤 제단의 봉인 해제
ETC_20150323_009926	지성소에서 마족으로 변신할 수 있는 방법이 담긴 문헌 수색
ETC_20150323_009927	마족 변신 스크롤을 완성할 동안 몰려드는 마족 방어
ETC_20150323_009928	가울레 제단에서 메이번의 네 번째 열쇠 획득
ETC_20150323_009929	마족의 물건 제거하기
ETC_20150323_009930	정체를 알 수 없는 기계장치
ETC_20150323_009931	증명의 사제와의 전투에서 승리
ETC_20150323_009932	말씀의 성물 찾기
ETC_20150323_009933	마군주 하우벅의 이야기 듣기
ETC_20150323_009934	상황파악
ETC_20150323_009935	전이틈새 봉쇄
ETC_20150323_009936	르알다 봉인 해제
ETC_20150323_009937	카사 봉인 해제
ETC_20150323_009938	라다 봉인 해제
ETC_20150323_009939	몬스터들 사이에 숨은 하우벅 찾기
ETC_20150323_009940	하우벅 봉인
ETC_20150323_009941	여신 바카리네 찾기
ETC_20150323_009942	마족 몬스터 복종시키기
ETC_20150323_009943	마족 지배
ETC_20150323_009944	별의 징표 수집
ETC_20150323_009945	대지의 상태 확인
ETC_20150323_009946	시약 재료 수집
ETC_20150323_009947	특이점의 존재
ETC_20150323_009948	부드러운 흙더미 조사
ETC_20150323_009949	열리지 않는 상자
ETC_20150323_009950	장기적인 대비책
ETC_20150323_009951	덜 자란 민들레 뽑기
ETC_20150323_009952	경쟁자 제거
ETC_20150323_009953	소녀의 일기장
ETC_20150323_009954	알이 필요해
ETC_20150323_009955	절체절명농장
ETC_20150323_009956	포도 중독 치료
ETC_20150323_009957	중독된 농민에게 해독제 먹이기
ETC_20150323_009958	농민들을 드루이드 곁으로 인도
ETC_20150323_009959	야수의 피로 야수를 막다
ETC_20150323_009960	초록 날개 개구리를 텔레파스로 데려오기
ETC_20150323_009961	마법의 상자 열기(1)
ETC_20150323_009962	작물과 잡초의 차이
ETC_20150323_009963	돌이킬 수 없는 변화
ETC_20150323_009964	얘기가 다르잖아(1)
ETC_20150323_009965	고르드 샤튼이 소환한 몬스터 처치
ETC_20150323_009966	이것도 어떻게 보면 정화
ETC_20150323_009967	땅굴을 막아라
ETC_20150323_009968	지하 미로의 원흉
ETC_20150323_009969	농장 사병 업햄을 사병대장 뷰로스에게 데려다 주기
ETC_20150323_009970	관문로와 시르드겔라 숲을 지나 크바일라스 숲으로 이동
ETC_20150323_009971	겔리 고원으로 이동하기
ETC_20150323_009972	기티스 개척지의 광폭화 현상(1)
ETC_20150323_009973	기티스 개척지의 광폭화 현상(2)
ETC_20150323_009974	해독제(1)
ETC_20150323_009975	리디메드의 풀잎 구하기
ETC_20150323_009976	광폭화된 사람들 치료하기
ETC_20150323_009977	루이즈의 농경지(1)
ETC_20150323_009978	루이즈의 농경지(2)
ETC_20150323_009979	목재 구하기
ETC_20150323_009980	풀더미를 뒤져서 숨겨운 먹을거리 찾아 보기
ETC_20150323_009981	스콜피오를 기절시키고 독액 뽑아 내기
ETC_20150323_009982	스위트 허브 구하기
ETC_20150323_009983	새참떡이 상하지 않게 하기
ETC_20150323_009984	진짜 이상한 기운 없애기
ETC_20150323_009985	아루나스가 말한 지역 살피기
ETC_20150323_009986	주변 작물 살피기
ETC_20150323_009987	아루나스가 준 목재로 마법진 만들기
ETC_20150323_009988	남작의 주술 인형을 마법진에서 태우기
ETC_20150323_009989	이상한 기운의 보호석 없애기
ETC_20150323_009990	첫 번 째 빈 병에 노란 엘룸의 사악한 기운 담기
ETC_20150323_009991	두 번째 빈 병에 케포씨드의 사악한 기운 담기
ETC_20150323_009992	사악한 기운이 담긴 병을 마법진 오른쪽에 묻기
ETC_20150323_009993	사악한 기운이 담긴 병을 마법진 왼쪽에 묻기
ETC_20150323_009994	살아있는 몬스터를 마법진에 흡수 시키기
ETC_20150323_009995	몬스터의 공격을 피해 시간 내에 술통을 부수기
ETC_20150323_009996	나무 망치 머리 구하기
ETC_20150323_009997	나무 망치 손잡이 구하기
ETC_20150323_009998	술통 열기
ETC_20150323_009999	불완전한 마법진을 몬스터로 실험
ETC_20150323_010000	마법진에 불타는 단델 던져 넣기
ETC_20150323_010001	여신상을 마법진 위에 놓기
ETC_20150323_010002	주변 울타리 등에서 목봉 구하기
ETC_20150323_010003	독항아리 채우기
ETC_20150323_010004	농기구 받아오기 - 쟁기
ETC_20150323_010005	농기구 받아오기 - 호미
ETC_20150323_010006	농기구 받아오기 - 가래
ETC_20150323_010007	농기구 받아오기 - 곡괭이
ETC_20150323_010008	농기구 받아오기 - 쇠스랑
ETC_20150323_010009	민들레 뽑기
ETC_20150323_010010	돌을 던져서 마법진 부수기
ETC_20150323_010011	연판장에 농민들의 서명 받기
ETC_20150323_010012	창고 이용비용
ETC_20150323_010013	컴패티언 탔을때 링크안걸린 노드들 높이위치 조절 값
ETC_20150323_010014	제작서-해독제
ETC_20150323_010015	엘리멘탈리스트 전직
ETC_20150323_010016	카드 합성
ETC_20150323_010017	인사말을 입력하세요.
ETC_20150323_010018	배럭 방문
ETC_20150323_010019	게임 시작
ETC_20150323_010020	유저 매입 상점
ETC_20150323_010021	버프 상점
ETC_20150323_010022	제작자가 현재 스킬을 사용중에 있습니다.
ETC_20150323_010023	아이템 제련이 완료되었습니다.
ETC_20150323_010024	소모
ETC_20150323_010025	용병으로 고용
ETC_20150323_010026	{Minute}분 고용하는데 {Price}NXP가 소모됩니다. 계속하시겠습니까?
ETC_20150323_010027	용병 해고
ETC_20150323_010028	고용비용을 돌려받을 수 없습니다. 정말 해고하시겠습니까?
ETC_20150323_010029	잘못된 장비를 올렸습니다. 타이틀을 확인해 주세요.
ETC_20150323_010030	{gr gradation2}{s19}{ol}{b}{#ffcc00}우측 클릭 : 판매 / 구매 버튼{/}{/}{nl}한 아이템을 여러개 판매하고 싶다면 우클릭을 길게 눌러주세요.{nl}더블클릭시 전체 판매를 할 수 있습니다.{nl}　{nl}{b}{#ffcc00}좌측 클릭 : 취소 / 반환 버튼{/}{/}{nl}한 아이템을 여러개 취소를 하고 싶다면 좌클릭을 길게 눌러 주세요.{nl} 더블 좌클릭시 전체 판매를 할 수 있습니다.
ETC_20150323_010031	소비재료는 합성무기보다 별이 높거나 같아야 합니다.
ETC_20150323_010032	이 아이템은 각성이 불가능합니다.
ETC_20150323_010033	이미 아이템이 각성되어 있습니다.
ETC_20150323_010034	아이템 각성!
ETC_20150323_010035	아이템 각성시 포텐셜이 소비됩니다. 진행하시겠습니까?
ETC_20150323_010036	버프지속시간
ETC_20150323_010037	배식대는 거점 근처에만 설치할 수 있습니다.
ETC_20150323_010038	하나의 거점만 건설 가능합니다.
ETC_20150323_010039	무기 손질 효과
ETC_20150323_010040	방어구 손질 효과
ETC_20150323_010041	모루강화
ETC_20150323_010042	컴패니언의 물리 공격력 {Value}추가
ETC_20150323_010043	%d명
ETC_20150323_010044	 님에게 버프를해주었습니다.
ETC_20150323_010045	 님에게 수리를해주었습니다.
ETC_20150323_010046	여린잎을 채취 하는 중
ETC_20150323_010047	여린 잎을 채취했지만 실수로 질긴 잎에 베였습니다!
ETC_20150323_010048	질긴 잎에 손을 크게 베였습니다!
ETC_20150323_010049	오르골을 원래 자리에 버렸습니다
ETC_20150323_010050	풀더미에서 낡은 오르골이 나왔습니다!
ETC_20150323_010051	아셀루의 어린 잎을 채취했습니다!
ETC_20150323_010052	식량더미를 헤치는 중
ETC_20150323_010053	이쉬플라쉬 광장의 식량더미에서 음식 찌꺼기를 더 구하세요.
ETC_20150323_010054	몬스터가 없습니다
ETC_20150323_010055	수정의 핵을 파괴하는 중
ETC_20150323_010056	수정의 핵이 폭발해 버렸습니다.
ETC_20150323_010057	수정의 핵을 파괴하여 스태미나를 얻었습니다!
ETC_20150323_010058	수정의 핵이 이상반응을 일으키면서 낡은 누덕 갈고리가 출현했습니다!
ETC_20150323_010059	변형된 나무뿌리 수정 파괴에 성공 했습니다!
ETC_20150323_010060	잘못된 나무뿌리 수정을 건드려서 이동속도가 느려졌습니다!
ETC_20150323_010061	거짓말 하지 마! 너도 없애주겠어!
ETC_20150323_010062	내가 용서할 수 있을 것 같아?
ETC_20150323_010063	너도 끝내주겠어!
ETC_20150323_010064	내가 속을 줄 알아? 덤벼!
ETC_20150323_010065	꽃을 꺾는 중
ETC_20150323_010066	예쁜 꽃을 골라 꺾었습니다.
ETC_20150323_010067	속박된 영혼을 달래 보았으나, 분노에 잠식당하여 몬스터로 변했습니다!
ETC_20150323_010068	난 아직.. 용서할 수 없어!
ETC_20150323_010069	어떻게 내게.. 그런 짓을!
ETC_20150323_010070	같은 동료였던 우리를 배신했다고!
ETC_20150323_010071	성소의 축복을 받아 30초 동안 좀 더 빨리 달릴 수 있게 되었습니다!
ETC_20150323_010072	100 실버를 헌금 한다
ETC_20150323_010073	500 실버를 헌금 한다
ETC_20150323_010074	1000 실버를 헌금 한다
ETC_20150323_010075	성소의 축복을 받아 60초 동안 좀 더 빨리 달릴 수 있게 되었습니다!
ETC_20150323_010076	성소의 축복을 받아 120초 동안 좀 더 빨리 달릴 수 있게 되었습니다!
ETC_20150323_010077	100실버를 헌금했습니다
ETC_20150323_010078	500실버를 헌금했습니다
ETC_20150323_010079	1000실버를 헌금했습니다
ETC_20150323_010080	40실버를 헌금했습니다
ETC_20150323_010081	50실버를 헌금했습니다
ETC_20150323_010082	성소의 축복을 받아 공격력이 강해 집니다!
ETC_20150323_010083	휘장을 삼킨 몬스터가 감지되었습니다!{nl}V 키로 신앙의 표식을 사용하세요!
ETC_20150323_010084	성소를 오염시키는 몬스터
ETC_20150323_010085	휘장을 삼킨 몬스터가 모습을 드러냅니다!
ETC_20150323_010086	성소의 축복을 받아 10초 동안 강하게 공격 할 수 있게 되었습니다!
ETC_20150323_010087	성소의 축복을 받아 10초 동안 신성한 기운을 받습니다!
ETC_20150323_010088	갑자기 독기가 뿜어져 나왔습니다!
ETC_20150323_010089	헌금도 불가능하고 축복도 받아지지 않습니다!
ETC_20150323_010090	성소의 축복을 받아 체력을 회복했습니다!
ETC_20150323_010091	갈대의 뿌리에 기생하고 있던 트리암블로가 나타났습니다!
ETC_20150323_010092	갈대 수액 결정을 획득했습니다!
ETC_20150323_010093	음식 찌꺼기를 5개 쳉겼습니다.
ETC_20150323_010094	몬스터가 음식 찌꺼기를 받아먹었습니다.
ETC_20150323_010095	음식 찌꺼기에 별 다른 반응을 보이지 않습니다.
ETC_20150323_010096	캑터스벨이 뿜은 수렁을 밟아서 저주에 걸렸습니다!
ETC_20150323_010097	오염원을 밟아 잠시 기절 상태에 빠졌습니다!
ETC_20150323_010098	제발 도와주세요..
ETC_20150323_010099	반응이 없습니다. 다른 몬스터에게 시도해 보세요.
ETC_20150323_010100	뿌리에 숨어 있던 몬스터가 튀어나왔습니다!
ETC_20150323_010101	독이 있는 갈대 잎에 쓸려 정신을 잃었습니다!
ETC_20150323_010102	갈대 잎에 쓸린 상처로 잠시 몸이 둔해집니다!
ETC_20150323_010103	갑자기 수면 가스가 올라옵니다!
ETC_20150323_010104	아무 것도 찾을 수 없었습니다!
ETC_20150323_010105	성소의 휘장을 찾았습니다!
ETC_20150323_010106	성소의 휘장을 찾을 수 없었습니다.
ETC_20150323_010107	위타스의 저주로 잠이 옵니다!
ETC_20150323_010108	영혼이 여신의 품으로 돌아갑니다.
ETC_20150323_010109	몬스터에게 속박당한 영혼을 해방시켜 주었습니다!
ETC_20150323_010110	이미 음식 찌꺼기를 잔뜩 가지고 있습니다.
ETC_20150323_010111	많이 지친 드라페리운을 설득하세요!
ETC_20150323_010112	식량더미를 헤쳤더니 폭발해 버렸습니다!
ETC_20150323_010113	불쏘시개를 얻었습니다!{nl}나무뿌리 수정이 더 잘 타도록 불에 넣으세요!
ETC_20150323_010114	불쏘시개를 넣는 중
ETC_20150323_010115	불길이 더 세차게 타오릅니다!
ETC_20150323_010116	나무뿌리 수정을 태우는 데 성공했습니다
ETC_20150323_010117	사악한 기운을 모두 상자에 가뒀습니다.
ETC_20150323_010118	사악한 기운이 보물 상자로 빨려들어갑니다.
ETC_20150323_010119	나무뿌리 수정의 핵을 몬스터로부터 찾으면 자동으로 파괴 됩니다!
ETC_20150323_010120	나무뿌리 수정 반응 중
ETC_20150323_010121	몬스터로부터 갇힌 순례자의 영혼이 빠져 나왔습니다!{nl}갇힌 순례자의 영혼을 파괴하여 해방시키세요!
ETC_20150323_010122	갇힌 순례자의 영혼
ETC_20150323_010123	몬스터를 데리고 와서 체력을 소진 시킨 뒤 영혼을 빼내야 합니다
ETC_20150323_010124	마족 소환진을 망가뜨리는데 성공했습니다.
ETC_20150323_010125	꽃이 까맣게 말라 죽고 말았습니다!
ETC_20150323_010126	작은 초상화를 다시 줍는 중
ETC_20150323_010127	작은 초상화를 다시 주웠습니다
ETC_20150323_010128	작은 초상화를 버리는 중
ETC_20150323_010129	작은 초상화를 묘비에 버렸습니다
ETC_20150323_010130	손수건을 상자에서 꺼냈습니다.
ETC_20150323_010131	손수건을 도로 상자에 넣었습니다. 다시 꺼낼 수 있습니다.
ETC_20150323_010132	맞는 열쇠가 없습니다.{nl}몬스터로부터 열쇠를 찾아 보세요.
ETC_20150323_010133	순례자의 영혼이 수정을 공격했습니다!
ETC_20150323_010134	몬스터의 체력이 너무 많습니다!
ETC_20150323_010135	제단을 충분히 식혀 주었습니다!
ETC_20150323_010136	마법진을 망가뜨리는 중
ETC_20150323_010137	페디미안 외곽에서는 사용 할 수 없습니다!
ETC_20150323_010138	사용 가능 기간이 지났습니다
ETC_20150323_010139	문양석을 다시 구해서 들어오세요.
ETC_20150323_010140	기절한 스콜피오에게 다가가 독액을 뽑아 내세요!
ETC_20150323_010141	독액을 뽑아 내는 중
ETC_20150323_010142	독액을 뽑아 냈습니다!
ETC_20150323_010143	기절하지 않은 스콜피오에게서는 독을 뽑아 낼 수 없습니다!
ETC_20150323_010144	스위트 허브를 따는 중
ETC_20150323_010145	스위트 허브를 구했습니다!
ETC_20150323_010146	스위트 허브의 가시에 찔렸습니다!
ETC_20150323_010147	음식이 상한다는 지역에 들어 선 것 같습니다
ETC_20150323_010148	마류스에게 가서 새 새참떡을 얻어오세요!
ETC_20150323_010149	새참 떡이 상하지 않았습니다! 달류스에게 갖다 주세요!
ETC_20150323_010150	새참 떡이 상했습니다! 상한 떡을 버린 뒤 마류스에게서 새 떡을 받아 오세요!
ETC_20150323_010151	상한 떡을 버리는 중
ETC_20150323_010152	갑자기 나타난 주황 하밍
ETC_20150323_010153	상한 떡을 버리자 주황 하밍이 나타났습니다!
ETC_20150323_010154	악취 때문에 잠시 기절합니다!
ETC_20150323_010155	문질러 없애는 중
ETC_20150323_010156	진짜 이상한 기운을 없앤 것 같습니다!
ETC_20150323_010157	진짜가 아니었나 봅니다! 다른 것을 찾아 보세요!
ETC_20150323_010158	딱히 이상한 기운은 없는 것 같습니다!
ETC_20150323_010159	작물을 뽑아 보는 중
ETC_20150323_010160	작물을 뽑아 보니 이상이 없는 것 같습니다
ETC_20150323_010161	잎사귀가 끊어져 버려 이상을 확인 할 수 없습니다. 다른 것을 뽑아 보세요!
ETC_20150323_010162	작물들이 까맣게 죽어 버렸습니다!
ETC_20150323_010163	나무로 어설픈 마법진을 만드는 중
ETC_20150323_010164	주술서를 태우는 중
ETC_20150323_010165	이상한 보석을 없애는 중
ETC_20150323_010166	보석을 없앴더니 오히려 피해를 입었습니다!
ETC_20150323_010167	보석을 없앴더니 몬스터가 튀어 나왔습니다!
