ETC_20150317_000001	$Kepa
ETC_20150323_009898	{memo X}Notice:NOTICE_Dm_!:Did not get anything!:5/NPCDead
ETC_20150323_009899	{memo X}DoTimeAction:Extracting Dandelions:2:None
ETC_20150323_009900	{memo X}PCSelfDown:10/Notice:NOTICE_Dm_!:Roots of Dandelions have been cut!:5/NPCDead
ETC_20150323_009901	{memo X}PCSelfDown:10/Notice:NOTICE_Dm_!:Roots of Dandelions have been cut!!:5/NPCDead/Func:SCR_FARM47_HERB_ROOT_EVENT
ETC_20150323_009902	{memo X}DoTimeAction:Drying after putting the monster meats inside:5:None
ETC_20150323_009903	{memo X}AnimNPC:Local:OPEN:0/Notice:NOTICE_Dm_!:The meats are being dried! The beef jerkies are going to come out when the lid opens after 5 secs!\:3/Sleep:5/AnimNPC:Local:OPEN:0/EffectNPC:Local:F_smoke135_dark:2:BOT/Property:1/PropertyAdd:1/GiveItem:FARM47_1_SQ_060_ITEM_2:1:0/TakeItem:FARM47_1_SQ_060_ITEM_1:1:0
ETC_20150323_009904	{memo X}DoTimeAction:Retrieving:2:MAKING:None
ETC_20150323_009905	According to rumors around Fedimian, when the pilgrims passed by the Pilgrim Path
ETC_20150323_009906	According to the survivors, survivors of the Fallen City lost their belongings or their lives in the Altar Way while going to Fedimian.
ETC_20150323_009907	Revelators are exploring the different fallen parts of the world to find assignments of the goddess. What seems to be a sanctuary was found in the Altar Way. If you can find something restore and use it again, you will be a hero to those who travel this area. 
ETC_20150323_009908	According to the scout's reports, there were spell devices found in the Forest of Prayer. They tried to activate it but there were too many monsters around so they had to run for their lives. Someone has to activate the spell device and check what powers it has.
ETC_20150323_009909	Pass through Tenet Garden and move to the Entrance of Kateen Forest
ETC_20150323_009910	Place the Sun Essence in Ramstis Ridge
ETC_20150323_009911	Find reference related to Naktis
ETC_20150323_009912	$Get Asellu Leaf Buds
ETC_20150323_009913	$Get kindling from Kowak
ETC_20150323_009914	$Add kindling to the burning Tree Root Crystal
ETC_20150323_009915	Free the pilgrim's soul from the monster and attack the Tree Root Crystal
ETC_20150323_009916	$Test the Reagent on the monsters in Altary Way
ETC_20150323_009917	Lure the monsters to the sanctum and defeat them
ETC_20150323_009918	Destroy the demon summoning circle
ETC_20150323_009919	Find the badges of the sanctum and burn them
ETC_20150323_009920	$Obtain Reed Sap Crystals from parasitic Tree Ambulos that live off of Reed Roots
ETC_20150323_009921	Collect sap with the first jar
ETC_20150323_009922	Collect sap with the second jar
ETC_20150323_009923	Collect sap with the third jar
ETC_20150323_009924	Get the antidote from the people at Akmens Ridge
ETC_20150323_009925	{memo X}Remove the seal of Viesa Altar
ETC_20150323_009926	$Find documents about the method of demon transformation in the Sanctuary
ETC_20150323_009927	$Defend against the demons while the Demon Transformation Scroll is being completed
ETC_20150323_009928	{memo X}Obtain the 4th key of Maven from Gaule Altar
ETC_20150323_009929	$Remove demonic objects
ETC_20150323_009930	{memo X}Unknown device 
ETC_20150323_009931	$Win against the Priest of Evidence
ETC_20150323_009932	Find Scriptural Relic
ETC_20150323_009933	Listen to the story of Demon Lord Hauberk
ETC_20150323_009934	Grasp the situation
ETC_20150323_009935	{memo X}Close the crossover gap
ETC_20150323_009936	Release Seal of Rearda
ETC_20150323_009937	Release Seal of Kasa
ETC_20150323_009938	Release Seal of Rada
ETC_20150323_009939	{memo X}Find Hauberk among the monsters
ETC_20150323_009940	$Seal Hauberk
ETC_20150323_009941	Find Goddess Vakarine
ETC_20150323_009942	{memo X}Subordinate demon monsters
ETC_20150323_009943	{memo X}Demonic rule
ETC_20150323_009944	$Collect Mark of Star
ETC_20150323_009945	Check status of the ground
ETC_20150323_009946	Collect ingredients for medicine
ETC_20150323_009947	Existence of singularity
ETC_20150323_009948	Examine the smooth pile of soil
ETC_20150323_009949	{memo X}Unopenable box
ETC_20150323_009950	{memo X}Long-term countermeasures
ETC_20150323_009951	Pick Young Dandelions
ETC_20150323_009952	{memo X}Eliminate the competitor
ETC_20150323_009953	Diary of a Girl
ETC_20150323_009954	{memo X}Need an egg
ETC_20150323_009955	Farm under Disaster
ETC_20150323_009956	{memo X}Cure the grape addiction
ETC_20150323_009957	Give the antidote to the poisoned farmers
ETC_20150323_009958	{memo X}Guide the farmers to Druid
ETC_20150323_009959	Stop the beast with the beast's blood
ETC_20150323_009960	Bring along the Green Winged Frog via telepathy
ETC_20150323_009961	{memo X}Open the Magic Box(1)
ETC_20150323_009962	{memo X}Differences between crops and weeds
ETC_20150323_009963	{memo X}Changes that can't be reversed
ETC_20150323_009964	{memo X}That's different from what I heard(1)
ETC_20150323_009965	{memo X}Defeat the monster summoned by Gord Shatton
ETC_20150323_009966	This is also purification
ETC_20150323_009967	Block the Underground Tunnel
ETC_20150323_009968	Culprit of the Underground Maze
ETC_20150323_009969	Escort Farm Soldier Upham to General Buros
ETC_20150323_009970	Move to Kvailas Forest through Gate Route and Sirdgela Forest
ETC_20150323_009971	{memo X}Move to Gele Plauteau
ETC_20150323_009972	{memo X}Gytis Settlement Area Phenomenon(1)
ETC_20150323_009973	{memo X}Gytis Settlement Area Phenomenon(2)
ETC_20150323_009974	{memo X}Antidote(1)
ETC_20150323_009975	Get Ridimed Leaf
ETC_20150323_009976	Cure the poisoned people
ETC_20150323_009977	{memo X}Louise's Farmland(1)
ETC_20150323_009978	{memo X}Louise's Farmland(2)
ETC_20150323_009979	Get lumber
ETC_20150323_009980	{memo X}Dig through the grass and scavenge for hidden food
ETC_20150323_009981	Stun the Scorpio and extract its poison
ETC_20150323_009982	Obtain Sweet Herb
ETC_20150323_009983	{memo X}Try not to spoil the rice cake
ETC_20150323_009984	{memo X}Eliminate the strange energy
ETC_20150323_009985	Look around the area Arunas mentioned
ETC_20150323_009986	{memo X}Look through the nearby crops
ETC_20150323_009987	{memo X}Create a magic circle using the lumber that Arunas gave you
ETC_20150323_009988	{memo X}Burn the baron's spell doll at the magic circle
ETC_20150323_009989	Remove the Protection Stone with Strange Aura
ETC_20150323_009990	{memo X}Put the Yellow Ellom's evil energy into the first empty bottle
ETC_20150323_009991	{memo X}Put the Keposeed's evil energy into the second empty bottle
ETC_20150323_009992	{memo X}Bury the bottle containing evil energy to the right side of the magic circle
ETC_20150323_009993	{memo X}Bury the bottle containing evil energy to the left side of the magic circle
ETC_20150323_009994	Lure the living monsters to the magic circle
ETC_20150323_009995	{memo X}Avoid monster attacks and destroy the alcohol containers within the time limit
ETC_20150323_009996	Get a wooden hammer head
ETC_20150323_009997	Get a wooden hammer handle
ETC_20150323_009998	{memo X}Open alcohol container
ETC_20150323_009999	Test the incomplete magic circle on the monsters
ETC_20150323_010000	{memo X}Throw Dandell into the burning magic circle
ETC_20150323_010001	{memo X}Put the statue of the goddess onto the magic circle
ETC_20150323_010002	{memo X}Obtain round wood sticks from nearby fences
ETC_20150323_010003	{memo X}Fill in the poison pots
ETC_20150323_010004	{memo X}Obtain the farming tool - Plow
ETC_20150323_010005	{memo X}Obtain the farming tool - Hand Hoe
ETC_20150323_010006	{memo X}Obtain the farming tool - Spade
ETC_20150323_010007	{memo X}Obtain the farming tool - Pickaxe
ETC_20150323_010008	{memo X}Obtain the farming tool - Pitchfork
ETC_20150323_010009	{memo X}Extract the dandelions
ETC_20150323_010010	{memo X}Throw the stones to destroy the magic circle
ETC_20150323_010011	Collect the farmers' signatures on the Compact
ETC_20150323_010012	Storage Use Fee
ETC_20150323_010013	While getting on the Companion, your node height was too high to establish a link 
ETC_20150323_010014	Recipe - Antidote
ETC_20150323_010015	Elementalist Advancement
ETC_20150323_010016	Card Synthesis
ETC_20150323_010017	$Enter your personal greeting
ETC_20150323_010018	{memo X}Visit Barrack
ETC_20150323_010019	Start Game
ETC_20150323_010020	User Buy-in Shop
ETC_20150323_010021	Buff Shop
ETC_20150323_010022	Crafter is still using the skill.
ETC_20150323_010023	$Item refinement has been completed.
ETC_20150323_010024	Consume
ETC_20150323_010025	{memo X}Hire as a Mercenary
ETC_20150323_010026	{Price} iCoins will be consumed to hire for {Minute} minutes. Do you wish to continue?
ETC_20150323_010027	{memo X}Fire the Mercenary
ETC_20150323_010028	Hiring fee will not be refunded. Are you sure you want to dismiss? 
ETC_20150323_010029	Wrong equipment. Please check the title. 
ETC_20150323_010030	{memo X}{gr gradation2}{s19}{ol}{b}{#ffcc00}Right-click: Sell / Buy Button{/}{/}{nl}Press down the right-click for long to sell multiple quantities of the item.{nl}Double-click to sell all.{nl}??{nl}{b}{#ffcc00}Left-click: Cancel / Return Button{/}{/}{nl}Press down the left-click for long to cancel multiple quantities of the item.{nl} Double left-click to sell all.
ETC_20150323_010031	Consume material should have the same or more stars that the item to combine.
ETC_20150323_010032	This item cannot be awakened. 
ETC_20150323_010033	This item is already awakened.
ETC_20150323_010034	Item Awakening!
ETC_20150323_010035	Potential is consumed when you awaken an item. Do you wish to continue? 
ETC_20150323_010036	$Buff Duration
ETC_20150323_010037	{memo X}The distribution table can only be used near the base.
ETC_20150323_010038	{memo X}It can be only constructed on one base.
ETC_20150323_010039	Weapon Maintenance Effect
ETC_20150323_010040	Armor Maintenance Effect
ETC_20150323_010041	Anvil Enhancement
ETC_20150323_010042	{memo X}Add physical attack of Companion by {Value}
ETC_20150323_010043	%d Players
ETC_20150323_010044	{memo X}received your buff.
ETC_20150323_010045	{memo X}had the item repaired.
ETC_20150323_010046	$Collecting Young Leaves
ETC_20150323_010047	$Collected a Young Leaf, but the tough leaf cut you!
ETC_20150323_010048	$The tough leaves cut your hand!
ETC_20150323_010049	You discarded the music box back to where it was
ETC_20150323_010050	$An old music box was found from the pile of grass!
ETC_20150323_010051	$Collected Asellu Leaf Bud
ETC_20150323_010052	Going through the pile of food
ETC_20150323_010053	{memo X}Get more food waste from the pile of food in Ishplash Plaza
ETC_20150323_010054	There is no monster
ETC_20150323_010055	$Destroying the Tree Root Crystal Core
ETC_20150323_010056	{memo X}The core of Crystal exploded.
ETC_20150323_010057	$Destroyed the Tree Root Crystal Core and recovered Stamina!
ETC_20150323_010058	{memo X}There was an abnormal reaction from the Core of Crystal and Old Hook Appeared!
ETC_20150323_010059	{memo X}Successfully destroyed Mutated Tree Root Crystal!
ETC_20150323_010060	{memo X}Touched the wrong Tree Root Crystal and movement speed decreased!
ETC_20150323_010061	$Don't lie! I will finish you too!
ETC_20150323_010062	$You think I'll forgive you? 
ETC_20150323_010063	$I will destroy you too!
ETC_20150323_010064	$You think I'll fall for that? Come on and fight!
ETC_20150323_010065	$Picking a Flower
ETC_20150323_010066	{memo X}$Picked a beautiful flower.
ETC_20150323_010067	$You tried to calm the trapped soul{nl}But, he was overwhelmed with rage and turned into a monster!
ETC_20150323_010068	$Still... I cannot forgive you!
ETC_20150323_010069	$How could you... do that to me!
ETC_20150323_010070	{memo X}We were your colleagues and you betrayed us!
ETC_20150323_010071	$You can run faster for 30 seconds because of the Sanctum's Blessing!
ETC_20150323_010072	$Donate 100 silver
ETC_20150323_010073	$Donate 500 silver
ETC_20150323_010074	$Donate 1000 silver
ETC_20150323_010075	$You can run faster for 60 seconds because of the Sanctum's Blessing!
ETC_20150323_010076	$You can run faster for 120 seconds because of the Sanctum's Blessing!
ETC_20150323_010077	$Donated 100 silver
ETC_20150323_010078	$Donated 500 silver
ETC_20150323_010079	$Donated 1000 silver
ETC_20150323_010080	$Donated 40 silver
ETC_20150323_010081	$Donated 50 silver
ETC_20150323_010082	$Your attack has increased because of the Sanctum's Blessing!
ETC_20150323_010083	$Detected a monster that swallowed a Badge!{nl}Press the V key to use the Symbol of Faith!
ETC_20150323_010084	$Monster polluting the Sanctum
ETC_20150323_010085	$A monster that swallowed the badge has appeared!
ETC_20150323_010086	$Your attack is increased for 10 seconds because of the Sanctum's Blessing!
ETC_20150323_010087	$Obtained Divine Aura for 10 seconds because of the Sanctum's Blessing!
ETC_20150323_010088	$Poison spurted out!
ETC_20150323_010089	$You cannot give an offer nor receive blessings!
ETC_20150323_010090	$Restored HP because of the Sanctum's Blessing!
ETC_20150323_010091	A Tree Ambulo living off of the reed root appeared!
ETC_20150323_010092	Obtained the Reed Sap Crystal!
ETC_20150323_010093	{memo X}Acquired 5 food waste.
ETC_20150323_010094	{memo X}Monsters are eating the food waste.
ETC_20150323_010095	{memo X}It is not responding to the food waste.
ETC_20150323_010096	You stepped on Cactusvel's pit and fell under it's curse!
ETC_20150323_010097	You stepped on the pollutant and fainted!
ETC_20150323_010098	Please help me..
ETC_20150323_010099	{memo X}It is not reacting. Try it on a different monster.
ETC_20150323_010100	$There was a monster hiding in its root!
ETC_20150323_010101	$You were scraped by the reed with poison and grew numb!
ETC_20150323_010102	$You have been injured by the reed, and are slowed down!
ETC_20150323_010103	$Sleeping gas suddenly rose!
ETC_20150323_010104	$You couldn't find anything!
ETC_20150323_010105	$Found a badge of the sanctum!
ETC_20150323_010106	{memo X}Cannot find the badge of the Sanctum!
ETC_20150323_010107	Witas's curse is making you fall asleep!
ETC_20150323_010108	{memo X}The soul is returning to the Goddess.
ETC_20150323_010109	Released the soul restrained by the monster!
ETC_20150323_010110	{memo X}You already have enough food waste.
ETC_20150323_010111	$Persuade the tired Drapeliun!
ETC_20150323_010112	You went through the food pile and it exploded!
ETC_20150323_010113	$Acquired kindling! {nl}Put it in the fire for the Tree Root Crystal to burn it!
ETC_20150323_010114	$Adding Kindling
ETC_20150323_010115	Flame is blazing up!
ETC_20150323_010116	Successfully burned Tree Root Crystal.
ETC_20150323_010117	{memo X}trapped the evil aura in the box.
ETC_20150323_010118	{memo X}The evil aura is being absorbed into the box.
ETC_20150323_010119	$It will automatically explode when you get its Core from the monsters nearby!
ETC_20150323_010120	Tree Root Crystal Reacting
ETC_20150323_010121	{memo X}Soul of Pilgrim entrapped by the monster is released!{nl}Destroy the entrapped Soul of Pilgrim to release him!
ETC_20150323_010122	Trapped Pilgrim's Soul
ETC_20150323_010123	{memo X}Lure the monster and consume its HP before extracting its soul
ETC_20150323_010124	{memo X}Successfully destroyed Demon's Magic Circle
ETC_20150323_010125	The flower dried up and died!
ETC_20150323_010126	Picking up the small portrait again
ETC_20150323_010127	Picked up the small portrait again
ETC_20150323_010128	Discarding the small portrait
ETC_20150323_010129	Discarded the small portrait at the tombstone
ETC_20150323_010130	{memo X}Took out handkerchief from the box.
ETC_20150323_010131	{memo X}Placed the handkerchief back in the box. You can take it out again. 
ETC_20150323_010132	{memo X}There is no key {nl}Find the key from the monsters. 
ETC_20150323_010133	{memo X}Soul of the Pilgrim is attacking the crystal!
ETC_20150323_010134	The monster's HP is too high!
ETC_20150323_010135	The altar has cooled enough!
ETC_20150323_010136	Destroying the Magic Circle
ETC_20150323_010137	Cannot be used in the Fedimian Suburbs!
ETC_20150323_010138	Out of time to use it
ETC_20150323_010139	{memo X}Get the patterned stones gain entrance. 
ETC_20150323_010140	Approach the fainted Scorpio and extract its venom!
ETC_20150323_010141	Extracting venom
ETC_20150323_010142	Extracted the poison!
ETC_20150323_010143	Cannot extract poison from a conscious Scorpio!
ETC_20150323_010144	{memo X}Nipping off Sweet Herbs
ETC_20150323_010145	Obtained the Sweet Herb!
ETC_20150323_010146	The thorns of the Sweet Herb poked you!
ETC_20150323_010147	It seems that you have entered a spot where food gets spoiled
ETC_20150323_010148	{memo X}Go meet Malus and get some new rice cake!
ETC_20150323_010149	{memo X}The new rice cake is not spoiled! Bring it to Dalryus!
ETC_20150323_010150	{memo X}The new rice cake is spoiled! Throw away the spoiled cake and go to Malus to get the new rice cake!
ETC_20150323_010151	{memo X}Throwing away the spoiled rice cake
ETC_20150323_010152	Orange Hamming that suddenly appeared
ETC_20150323_010153	{memo X}As you throw away the spoiled rice cake, orange Hamming has appeared!
ETC_20150323_010154	Fainted a bit from the foul odor!
ETC_20150323_010155	$Rubbing it off
ETC_20150323_010156	{memo X}It seems that you've eliminated the strange energy!
ETC_20150323_010157	Maybe it wasn't real! Find another one!
ETC_20150323_010158	{memo X}It seems that there isn't any strange energy!
ETC_20150323_010159	{memo X}Extracting the crops and looking at them
ETC_20150323_010160	Nothing seems to be wrong with the crops
ETC_20150323_010161	{memo X}The leaves were cut down so you can't check anything wrong. Try extracting others!
ETC_20150323_010162	{memo X}The crops died in black!
ETC_20150323_010163	{memo X}Making an awkward magic field with the trees
ETC_20150323_010164	{memo X}Burning the Letter of Spells
ETC_20150323_010165	{memo X}Eliminating the strange jewel
ETC_20150323_010166	{memo X}As you eliminated the jewel, you've received the damages!
ETC_20150323_010167	{memo X}As you eliminated the jewel, the monsters appeared!
ETC_20150323_010168	{memo X}Burying the first bottle
ETC_20150323_010169	Burying the second bottle
ETC_20150323_010170	The Magic Circle absorbed the monster's evil aura!
ETC_20150323_010171	{memo X}You've been transferred to the strange location due to the malfunction of the statue of the goddess!
ETC_20150323_010172	{memo X}You will be slowed down for 5 secs due to the malfunction of the statue of the goddess!
ETC_20150323_010173	{memo X}You've digged the head of the goddess without any trouble
ETC_20150323_010174	{memo X}The monsters will be lured since you've installed the pots. The installed pots will be disappeared in 20 secs.
ETC_20150323_010175	{memo X}Installed poisonous pot
ETC_20150323_010176	{memo X}You fell into sleep due to the curse of sealed magic field
