ITEM_20150317_000001	없음_helmet
ITEM_20150317_002410	이노움에게서 획득할 수 있습니다.
ITEM_20150317_002411	이노움의 파편
ITEM_20150317_002412	마기가 깃들어있는 금속파편입니다. 이노움에게서 획득합니다.
ITEM_20150317_002413	로델린의 날개
ITEM_20150317_002414	로델린의 옷조각
ITEM_20150317_002415	폰드의 머리카락
ITEM_20150317_002416	폰드 활대
ITEM_20150317_002417	폰델의 머리카락
ITEM_20150317_002418	폰델 샤프트
ITEM_20150317_002419	마력으로 만들어진 금속이라 몬스터가 죽을 때 같이 사라져버리지만 드물게 남아있는 경우가 있다고합니다. 폰델에게 획득합니다.
ITEM_20150317_002420	갈록 가죽
ITEM_20150317_002421	강력한 마족의 가죽은 매우 강한 내구성을 자랑합니다. 갈록에게서 획득합니다.
ITEM_20150317_002422	갈록의 클로
ITEM_20150317_002423	글리자돈의 뼈
ITEM_20150317_002424	이것을 얻기위해서는 큰 위험과 맞서야합니다. 글리자돈에게서 획득합니다.
ITEM_20150317_002425	글리자돈의 심장
ITEM_20150317_002426	이 심장에는 강인한 생명력만큼 강한 마기가 깃들어져 있습니다. 글리자돈에게서 획득합니다.
ITEM_20150317_002427	글리자돈의 꼬리
ITEM_20150317_002428	퓨어 크리스탈
ITEM_20150317_002429	수정광산 내의 강력한 몬스터들이 지니고 있는 보석입니다. 광산 안의 캐러페이스, 스펙터 군주에게서 획득합니다.
ITEM_20150317_002430	장작
ITEM_20150317_002431	모닥불을 피울때 사용됩니다. 모닥불은 앉은 상태에서 피울 수 있습니다.
ITEM_20150317_002432	라파스 수지
ITEM_20150317_002433	주다스 결정
ITEM_20150317_002434	시드 오일
ITEM_20150317_002435	마이즈 포자 주머니
ITEM_20150317_002436	조심하지 않으면 주머니가 터져 포자가 흩날릴 수도 있습니다. 마이즈에게서 획득합니다.
ITEM_20150317_002437	마이즈 잎
ITEM_20150317_002438	마이즈 눈알
ITEM_20150317_002439	낚시대
ITEM_20150317_002440	피셔맨에게서 획득할 수 있습니다.
ITEM_20150317_002441	피셔맨의 핵
ITEM_20150317_002442	식칼
ITEM_20150317_002443	이빠진 식칼입니다. 갈색 지그리에게서 획득합니다.
ITEM_20150317_002444	거대한 갈고리
ITEM_20150317_002445	갈고리가 필요하지 않다면 녹여서 다른 것을 만드는 것이 좋습니다. 초록 푸라기에게서 획득합니다.
ITEM_20150317_002446	밴시의 사념체
ITEM_20150317_002447	영혼의 강한 사념이 물질화된 형태입니다. 안전장치없이 손을 댈 경우 사념에 사로잡힐 수도 있습니다. 밴시에게서 획득합니다.
ITEM_20150317_002448	플루플루 애로우
ITEM_20150317_002449	소리를 내는 화살로 주의를 끌거나 신호를 보낼 때 사용합니다.
ITEM_20150317_002450	쉬타임의 붉은 눈
ITEM_20150317_002451	에하드의 푸른 눈
ITEM_20150317_002452	그루머 잎
ITEM_20150317_002453	바늘모양의 잎이 촘촘히 나있는 잎입니다. 그루머에게서 획득합니다.
ITEM_20150317_002454	끈적끈적한 액
ITEM_20150317_002455	라텍스
ITEM_20150317_002456	지방
ITEM_20150317_002457	포쿠본 고기
ITEM_20150317_002458	포쿠본에게서 획득할 수 있습니다.
ITEM_20150317_002459	룩소돈 고기
ITEM_20150317_002460	지방이 많은 고기입니다. 룩소돈에게서 획득합니다.
ITEM_20150317_002461	안스르
ITEM_20150317_002462	베오놀
ITEM_20150317_002463	다에르
ITEM_20150317_002464	페놀
ITEM_20150317_002465	아라흐
ITEM_20150317_002466	크루마보 잎
ITEM_20150317_002467	평범해보이는 잎입니다. 크루마보에게서 획득합니다.
ITEM_20150317_002468	거대한 정강이뼈
ITEM_20150317_002469	거대한 정강이 뼈입니다. 호그마 전사에게서 획득합니다.
ITEM_20150317_002470	검은 데스모두스 이빨
ITEM_20150317_002471	검은 빅 그리바 갓
ITEM_20150317_002472	달걀
ITEM_20150317_002473	요리에 많이 쓰이는 달걀입니다.
ITEM_20150317_002474	공기 주머니
ITEM_20150317_002475	코도모르에게서 획득할 수 있습니다.
ITEM_20150317_002476	그롤 이빨
ITEM_20150317_002477	그롤은 주로 뿔을 이용해 공격하지만 이빨을 사용할 때도 있습니다. 그롤에게서 획득합니다.
ITEM_20150317_002478	그리바 갓
ITEM_20150317_002479	붉은 그리바에게서 획득할 수 있습니다.
ITEM_20150317_002480	그리바루 갓
ITEM_20150317_002481	나무 말뚝
ITEM_20150317_002482	코왁에게서 획득할 수 있습니다.
ITEM_20150317_002483	녹슨 고철
ITEM_20150317_002484	쓸모없는 고철입니다. 여기저기 녹이 슬어있습니다. 부베 전사에게서 획득합니다.
ITEM_20150317_002485	다크슬라임 파편
ITEM_20150317_002486	더키의 부리
ITEM_20150317_002487	더키에게서 획득할 수 있습니다.
ITEM_20150317_002488	데스모두스 이빨
ITEM_20150317_002489	데스모두스에게서 획득할 수 있습니다.
ITEM_20150317_002490	덴덴 꽃잎
ITEM_20150317_002491	덴덴에게서 획득할 수 있습니다.
ITEM_20150317_002492	도요르 발톱
ITEM_20150317_002493	발톱은 도요르가 더 이동을 잘 할 수 있도록 도와줍니다. 도요르에게서 획득합니다.
ITEM_20150317_002494	드레이크의 피막
ITEM_20150317_002495	피막은 한번 찢겨지면 복구되지 않습니다. 드레이크에게서 획득합니다.
ITEM_20150317_002496	드레이프 독침
ITEM_20150317_002497	라프세이브 잎
ITEM_20150317_002498	라프세이프에게서 획득할 수 있습니다.
ITEM_20150317_002499	라플레시아 독액
ITEM_20150317_002500	검은 라플레시아에게서 획득할 수 있습니다.
ITEM_20150317_002501	램베어 뼈
ITEM_20150317_002502	러바인러바 산성 수액
ITEM_20150317_002503	러바인러바에게서 획득할 수 있습니다.
ITEM_20150317_002504	러블렘 파편
ITEM_20150317_002505	단순한 돌덩이로 보일 수도 있습니다. 러블렘에게서 획득합니다.
ITEM_20150317_002506	러블렘의 핵
ITEM_20150317_002507	변이형 몬스터의 동력원인 뉴클의 변형핵입니다. 잘못 조작하면 응집된 마력이 폭발할 수도 있습니다. 러블렘에게서 획득합니다.
ITEM_20150317_002508	레무르의 꼬리
ITEM_20150317_002509	레무리아의 꼬리
ITEM_20150317_002510	레푸스버니 털
ITEM_20150317_002511	룩소돈 상아
ITEM_20150317_002512	매우 진귀한 물건으로 공예품에 많이 사용됩니다. 룩소돈에게서 획득합니다.
ITEM_20150317_002513	룩소돈의 등뼈
ITEM_20150317_002514	매우 거대한 등뼈입니다. 록소돈에게서 획득합니다.
ITEM_20150317_002515	루바보스 가죽
ITEM_20150317_002516	루바보스에게서 획득할 수 있습니다.
ITEM_20150317_002517	리자드맨 발톱
ITEM_20150317_002518	구부러진 발톱은 나무를 탈 때 유용합니다. 리자드맨에게서 획득합니다.
ITEM_20150317_002519	리자드맨 송곳니
ITEM_20150317_002520	리자드맨에게서 획득할 수 있습니다.
ITEM_20150317_002521	리프넛의 날개
ITEM_20150317_002522	리프넛에게서 획득할 수 있습니다.
ITEM_20150317_002523	망령의 두건
ITEM_20150317_002524	사악한 망령에게서 획득할 수 있습니다.
ITEM_20150317_002525	메다키아 금속장식
ITEM_20150317_002526	왕릉에서만 볼 수 있는 문양이 새겨져 있습니다. 메다키아에게서 획득합니다.
ITEM_20150317_002527	메다키아의 뿔
ITEM_20150317_002528	돌로 만들어젼 뿔입니다. 메다키아에게서 획득합니다.
ITEM_20150317_002529	멘티우드의 껍질
ITEM_20150317_002530	나무 재질의 껍질입니다. 멘티우드에게서 획득합니다.
ITEM_20150317_002531	멜리치 앞다리
ITEM_20150317_002532	멜리치에게서 획득할 수 있습니다.
ITEM_20150317_002533	모글란 고기
ITEM_20150317_002534	모글란에게서 획득할 수 있습니다.
ITEM_20150317_002535	모야부의 뼈
ITEM_20150317_002536	모야부에게서 획득할 수 있습니다.
ITEM_20150317_002537	미니번 가죽
ITEM_20150317_002538	화살도 튕겨내는 강도를 가지고 있습니다. 미니번에게서 획득합니다.
ITEM_20150317_002539	바본 깃털
ITEM_20150317_002540	바본에게서 획득할 수 있습니다.
ITEM_20150317_002541	바브의 껍질
ITEM_20150317_002542	껍질을 온전한 상태로 바브를 상대하는 것은 어려운 일입니다. 바브에게서 획득합니다.
ITEM_20150317_002543	바퀴
ITEM_20150317_002544	구른다. 휠렌에게서 획득합니다.
ITEM_20150317_002545	밴시의 두건
ITEM_20150317_002546	믿기지 않을 만큼 가볍습니다. 밴시에게서 획득합니다.
ITEM_20150317_002547	벨리글러 깃털
ITEM_20150317_002548	보라색 잎
ITEM_20150317_002549	라플리에게서 획득할 수 있습니다.
ITEM_20150317_002550	붉은 부베족 증표
ITEM_20150317_002551	붉은 부베 약탈자에게서 획득할 수 있습니다.
ITEM_20150317_002552	비테로스 잎
ITEM_20150317_002553	비테로스에게서 획득할 수 있습니다.
ITEM_20150317_002554	빅 그리바 갓
ITEM_20150317_002555	빅 그리바에게서 획득할 수 있습니다.
ITEM_20150317_002556	빅 코카트리스의 부리
ITEM_20150317_002557	이것을 방패로 막으면 방패가 부서질 수도 있습니다. 빅 코카트리스에게서 획득합니다.
ITEM_20150317_002558	사막 츄파카브라 가죽
ITEM_20150317_002559	얻을 수 있는 양은 적지만 요긴하게 쓰일 곳이 많습니다. 사막 츄파카브라에게서 획득합니다.
ITEM_20150317_002560	사우가의 동력기관
ITEM_20150317_002561	마력을 더 쉽게 제어할 수 있도록 도와주는 장치입니다. 사우가에게서 획득합니다.
ITEM_20150317_002562	사이어 잎
ITEM_20150317_002563	사크몰리 줄기
ITEM_20150317_002564	사크몰리에게서 획득할 수 있습니다.
ITEM_20150317_002565	샤드스태튜 발톱
ITEM_20150317_002566	송진
ITEM_20150317_002567	나무에서 얻을 수 있는 끈끈한 액체입니다.
ITEM_20150317_002568	쉬타임 파편
ITEM_20150317_002569	단순한 돌덩이로 보일 수도 있습니다. 쉬타임에게서 획득합니다.
ITEM_20150317_002570	스타울리트 심장
ITEM_20150317_002571	스타울리트에게서 획득할 수 있습니다.
ITEM_20150317_002572	시체의 손
ITEM_20150317_002573	부패가 진행되고 있어 고약한 냄새가 납니다. 초록 어패리션에게서 획득합니다.
ITEM_20150317_002574	아모리 판금
ITEM_20150317_002575	검은 빛의 금속입니다. 매우 높은 온도에서만 가공할 수 있습니다. 아모리에게서 획득합니다.
ITEM_20150317_002576	암몬 등뼈
ITEM_20150317_002577	등뼈 마디마다 큰 뿔이 솟아나 있는 것이 특징입니다. 암몬에게서 획득합니다.
ITEM_20150317_002578	야광 포자
ITEM_20150317_002579	붉은 미듀자에게서 획득할 수 있습니다.
ITEM_20150317_002580	얼타눈의 뼈
ITEM_20150317_002581	골격은 다른 조류와 크게 다르지 않아보입니다. 얼타눈에게서 획득합니다.
ITEM_20150317_002582	엘로구아 꽃잎
ITEM_20150317_002583	엘로구아에게서 획득할 수 있습니다.
ITEM_20150317_002584	엘로마고 잎
ITEM_20150317_002585	엘로마고에게서 획득할 수 있습니다.
ITEM_20150317_002586	엘룸 방울
ITEM_20150317_002587	엘룸에게서 획득할 수 있습니다.
ITEM_20150317_002588	엘룸의 결정
ITEM_20150317_002589	인프로홀더의 뼈
ITEM_20150317_002590	인프로홀더에게서 획득할 수 있습니다.
ITEM_20150317_002591	임프 지팡이 장식
ITEM_20150317_002592	테라임프에게서 획득할 수 있습니다.
ITEM_20150317_002593	제페토 잎
ITEM_20150317_002594	작고 화살촉 모양의 잎입니다. 제페토에게서 획득합니다.
ITEM_20150317_002595	족쇄
ITEM_20150317_002596	보통 범죄자들에게 채워지지만 다른 용도로도 사용되는듯 합니다. 듀마로에게서 획득합니다.
ITEM_20150317_002597	주술 인형의 솜
ITEM_20150317_002598	보온성이 좋은 솜입니다. 주술 인형에게서 획득합니다.
ITEM_20150317_002599	초록 엘룸 방울
ITEM_20150317_002600	초록 엘룸에게서 획득할 수 있습니다.
ITEM_20150317_002601	츄파루카 고기
ITEM_20150317_002602	카라스 파편
ITEM_20150317_002603	단순한 돌덩이로 보일 수도 있습니다. 카라스에게서 획득합니다.
ITEM_20150317_002604	카로 잎사귀
ITEM_20150317_002605	크게 휘어진 모양의 잎사귀입니다. 카로에게서 획득합니다.
ITEM_20150317_002606	케파레이더 이빨
ITEM_20150317_002607	케파레이더에게서 획득할 수 있습니다.
ITEM_20150317_002608	코릴러스의 뿔
ITEM_20150317_002609	중간중간 작은 뿔이 돋아나 있습니다. 코릴러스에게서 획득합니다.
ITEM_20150317_002610	코카트리스 가죽
ITEM_20150317_002611	매우 질겨 갑옷을 만드는데 적합합니다. 코카트리스에게서 획득합니다.
ITEM_20150317_002612	코카트리스 깃털
ITEM_20150317_002613	윤기나는 깃털입니다. 코카트리스에게서 획득합니다.
ITEM_20150317_002614	콜리맨 꽃
ITEM_20150317_002615	콜리맨에게서 획득할 수 있습니다.
ITEM_20150317_002616	콜리타일 더듬이
ITEM_20150317_002617	콜리타일에게서 획득할 수 있습니다.
ITEM_20150317_002618	크로뉴트 가죽
ITEM_20150317_002619	크로뉴트에게서 획득할 수 있습니다.
ITEM_20150317_002620	크로마독 뼈
ITEM_20150317_002621	밀도가 매우 높은 뼈입니다. 크로마독에게서 획득합니다.
ITEM_20150317_002622	타누의 꽃
ITEM_20150317_002623	좋은 향기가 나는 하얀 꽃입니다. 타누에게서 획득합니다.
ITEM_20150317_002624	타마의 껍질
ITEM_20150317_002625	다른 알과 다르게 매우 두꺼운 껍질을 가지고 있습니다. 타마에게서 획득합니다.
ITEM_20150317_002626	톤투리아의 가시
ITEM_20150317_002627	크기가 제각각인 가시입니다. 톤투리아에게서 획득합니다.
ITEM_20150317_002628	투켄의 껍질
ITEM_20150317_002629	단단함과 광택으로 인해 사람들이 금속으로 착각하기도 합니다.
ITEM_20150317_002630	티켄의 뼈
ITEM_20150317_002631	신기하게도 높은 탄성을 가지고 있습니다. 티켄에게서 획득합니다.
ITEM_20150317_002632	파이프
ITEM_20150317_002633	하운드에게서 획득할 수 있습니다.
ITEM_20150317_002634	포쿠본 가죽
ITEM_20150317_002635	포쿠본 등뼈
ITEM_20150317_002636	푸른 부베 투사 증표
ITEM_20150317_002637	플리보 줄기
ITEM_20150317_002638	플리보에게서 획득할 수 있습니다.
ITEM_20150317_002639	피노의 줄기
ITEM_20150317_002640	식용으로는 추천하지 않습니다. 피노에게서 획득합니다.
ITEM_20150317_002641	하밍 잎
ITEM_20150317_002642	하이 부베 활대
ITEM_20150317_002643	하이 부베족의 증표
ITEM_20150317_002644	하이 부베에게서 획득할 수 있습니다.
ITEM_20150317_002645	할로우벤터의 손뼈
ITEM_20150317_002646	손뼈라기보다는 무기에 가깝습니다. 할로우벤터에게서 획득합니다.
ITEM_20150317_002647	호그마 전투대장 송곳니
ITEM_20150317_002648	다른 호그마의 것보다 훨씬 큰 크기를 자랑합니다. 호그마 전투대장에게서 획득합니다.
ITEM_20150317_002649	회색 유코푸스 잎
ITEM_20150317_002650	플른렘 파편
ITEM_20150317_002651	플른렘에게서 획득할 수 있습니다.
ITEM_20150317_002652	은괴
ITEM_20150317_002653	은을 녹여 주괴 형태로 만든 것입니다. 물론 그 값어치는 상당합니다.
ITEM_20150317_002654	블랙 마켓 인장
ITEM_20150317_002655	하얀 점액
ITEM_20150317_002656	플로르
ITEM_20150317_002657	아이템을 만드는데 사용됩니다.
ITEM_20150317_002658	거친 뼛가루
ITEM_20150317_002659	힘줄
ITEM_20150317_002660	경화제
ITEM_20150317_002661	질긴 힘줄
