QUEST_LV_0100_20150317_000001	Sentinel	경계병
QUEST_LV_0100_20151102_010975	How do I check it?	어떻게 확인하는 지 묻는다
QUEST_LV_0100_20151102_010976	Afar but Precise [Archer Advancement]	멀리서도 정확히[아처 전직]
QUEST_LV_0100_20151102_010977	One Man Army [Ranger Advancement]	일당백[레인저 전직]
QUEST_LV_0100_20151102_010978	Don't worry about it.	걱정말라고 한다
QUEST_LV_0100_20151102_010979	Strength Comes from a Strong Crossbow [Quarrel Shooter Advancement]	강함은 강한 쇠뇌로부터[쿼렐슈터 전직]
QUEST_LV_0100_20151102_010980	Teaching from a Mentor [Wizard Advancement]	고수의 조언[위저드 전직]
QUEST_LV_0100_20151102_010981	Whom should I ask?	누구한테 물으면 되냐고 한다
QUEST_LV_0100_20151102_010982	Enhanced Energy of Fire [Pyromancer Advancement]	강화된 불의 기운[파이로맨서 전직]
QUEST_LV_0100_20151102_010983	Frost Tome [Cryomancer Advancement]	냉기의 마법서[크리오맨서 전직]
QUEST_LV_0100_20151102_010984	How can I handle the cold energy more proficiently?	냉기를 잘 다루는 법에 대해 묻는다
QUEST_LV_0100_20151102_010985	Unknown Force [Psychokino Advancement]	보이지 않는 힘[사이코키노 전직]
QUEST_LV_0100_20151102_010986	The Link [Linker Advancement]	연결고리[링커 전직]
QUEST_LV_0100_20151102_010987	Natural Enemy [Archer Advancement]	천적[아처 전직]
QUEST_LV_0100_20151102_010988	Orsha Retoration Support [Ranger Advancement]	오르샤 복구 지원[레인저 전직]
QUEST_LV_0100_20151102_010989	Crossbow Maintenance [Quarrel Shooter Advancement]	쇠뇌 손질[쿼렐슈터 전직]
QUEST_LV_0100_20151102_010990	Sturdy Barricade [Sapper Advancement]	단단한 방책[새퍼 전직]
QUEST_LV_0100_20151102_010991	Dungeon Crawl [Hunter Advancement]	던전 탐험[헌터 전직]
QUEST_LV_0100_20151102_010992	Tiral by Fire [Pyromancer Advancement]	불의 시험[파이로맨서 전직]
QUEST_LV_0100_20151102_010993	I will take the trial by fire.	화염의 시험을 받겠다고 한다
QUEST_LV_0100_20151102_010994	Trial by Frost [Cryomancer Advancement]	얼음의 시험[크리오맨서 전직]
QUEST_LV_0100_20151102_010995	I will take the trial by frost	냉기의 시험을 받겠다고 한다
QUEST_LV_0100_20151102_010996	Delicate Spell Control [Psychokino Advancement]	섬세한 마력 제어[사이코키노 전직]
QUEST_LV_0100_20151102_010997	I am ready to learn the delicate spell control.	섬세한 마력 제어를 배우겠다고 한다
QUEST_LV_0100_20151102_010998	Spiritual Presence [Linker Advancement]	영적 기운[링커 전직]
QUEST_LV_0100_20151102_010999	Size Does Not Matter [Thaumaturge Advancement]	크거나 혹은 작거나[쏘마터지 전직]
QUEST_LV_0100_20151102_011000	Elementary Understanding of Elements [Elementalist Advancement]	원소의 이해[엘리멘탈리스트 전직]
QUEST_LV_0100_20151102_011001	I will take them all out.	모두 상대해보겠다고 한다
QUEST_LV_0100_20151102_011002	Ranger On-Site Training [ Ranger Advancement]	레인저의 실전 훈련[레인저 전직]
QUEST_LV_0100_20151102_011003	Trusty Shield [Quarrel Shooter Advancement]	든든한 방패[쿼렐슈터 전직]
QUEST_LV_0100_20151102_011004	Sapper Master's Bomb Experiment [Sapper Advancement]	새퍼 마스터의 폭탄 연구[새퍼 전직]
QUEST_LV_0100_20151102_011005	Hunter's Test [Hunter Advancement]	헌터의 시험[헌터 전직]
QUEST_LV_0100_20151102_011006	Corpse Poison [Wugushi Advancement]	시체의 독[무고사 전직]
QUEST_LV_0100_20151102_011007	Where can I get it from?	어디서 구할 수 있는지 묻는다
QUEST_LV_0100_20151102_011008	Featherlight [Scout Advancement]	깃털보다 가볍게[스카우트 전직]
QUEST_LV_0100_20151102_011009	I will show you.	보여주겠다고 한다
QUEST_LV_0100_20151102_011010	The Corrupted Lake (1)	오염된 호수(1)
QUEST_LV_0100_20151102_011011	The Corrupted Lake (3)	오염된 호수(3)
QUEST_LV_0100_20151102_011012	What is happening here?	자초지종을 묻는다
QUEST_LV_0100_20151102_011013	I have no idea what you are talking about.	모른척 한다
QUEST_LV_0100_20151102_011014	The Corrupted Lake (4)	오염된 호수(4)
QUEST_LV_0100_20151102_011015	Wait a minute.	잠깐만 기다려 달라고 한다
QUEST_LV_0100_20151102_011016	The Corrupted Lake (5)	오염된 호수(5)
QUEST_LV_0100_20151102_011017	I will investigate it.	조사해보겠다고 한다
QUEST_LV_0100_20151102_011018	I will think about it.	생각해본다
QUEST_LV_0100_20151102_011019	The Corrupted Lake (6)	오염된 호수(6)
QUEST_LV_0100_20151102_011020	Are you finished with inspecting the note?	일지의 확인이 끝났는지 묻는다
QUEST_LV_0100_20151102_011021	I will come back later.	조금 있다가 온다고 한다
QUEST_LV_0100_20151102_011022	Offerings to the Goddess (1)	여신께 공물을(1)
QUEST_LV_0100_20151102_011023	Offerings to the Goddess (2)	여신께 공물을(2)
QUEST_LV_0100_20151102_011024	My hands are tied at the moment.	지금은 곤란하다고 한다
QUEST_LV_0100_20151102_011025	Clear the Corruption (1)	오염원 해결(1)
QUEST_LV_0100_20151102_011026	I will investigate further into it	조사하겠다고 한다
QUEST_LV_0100_20151102_011027	I will think about it.	생각해 본다
QUEST_LV_0100_20151102_011028	Clear the Corruption (2)	오염원 해결(2)
QUEST_LV_0100_20151102_011029	Let me join your thinktank.	방법을 생각해 본다
QUEST_LV_0100_20151102_011030	Let me know if you get any idea.	알게되면 말해달라고 한다
QUEST_LV_0100_20151102_011031	Clear the Corruption (3)	오염원 해결(3)
QUEST_LV_0100_20151102_011032	Clear the Corruption (4)	오염원 해결(4)
QUEST_LV_0100_20151102_011033	I will think about it for a minute.	잠시 생각해 본다
QUEST_LV_0100_20151102_011034	Clear the Corruption (5)	오염원 해결(5)
QUEST_LV_0100_20151102_011035	Clear the Corruption (6)	오염원 해결(6)
QUEST_LV_0100_20151102_011036	I would need a minute to prepare.	잠시 준비를 한다
QUEST_LV_0100_20151102_011037	Placing a bait	미끼 놓는 중
QUEST_LV_0100_20151102_011038	Herb of the Lake	호수의 약초
QUEST_LV_0100_20151102_011039	Recurrence Prevention (1)	재발 방지(1)
QUEST_LV_0100_20151102_011040	Recurrence Prevention (2)	재발 방지(2)
QUEST_LV_0100_20151102_011041	The Corrupted Lake (2)	오염된 호수(2)
QUEST_LV_0100_20151102_011042	Tiberius wants to test the Holy Bombs on Glizardon. Drink the Namott Holy Water to hide yourself, and then put the Holy Bomb onto a Glizardon's back.	추종자 티베리유스는 글리자돈에게 성령 폭탄을 시험해 보고 싶어 합니다. 나모트 성수를 마셔 기척을 감춘 뒤 글리자돈의 등에 폭탄을 붙이세요.
QUEST_LV_0100_20151102_011043	As you approaches the ghost, it disappears leaving only a pouch behind. Inspect the pouch.	유령에게 가까이 가자 유령은 사라지고 뭔가 들어있는 주머니만 남았습니다. 주머니 속을 잘 조사해 보세요.
QUEST_LV_0100_20151102_011044	Namott of Suppression is completed but the Guide Owl a lot in its mind. Talk with the Guide Owl.	억제의 나모트를 만들었지만 길잡이 부엉이 조각상은 걱정이 많아보입니다. 길잡이 부엉이 조각상과 대화해보세요.
QUEST_LV_0100_20151102_011045	The evil enery surrounding and corrupting the forest must be removed first, according to Mardas. Install Namott of Suppression near the evil energy to suppress it.	마르다스는 숲을 오염시키고 있는 마기를 먼저 제거해야 한다고 합니다. 마기 주변에 억제의 나모트를 설치해서 마기를 없애버리세요.
QUEST_LV_0100_20151102_011046	The magic circles protecting Soul Starvation are all disabled. Use the power of Namott of Suppression to destroy Soul Starvation.	영혼 아귀를 보호하던 마법진을 전부 제거했습니다. 이제 억제의 나모트의 힘으로 영혼 아귀를 파괴하세요.
QUEST_LV_0100_20151102_011047	You've defeated the alerted demons. Destroy Soul Starvation with the power of Namott of Suppression.	눈치를 채고 나타난 마족까지 처치 했습니다. 억제의 나모트의 힘으로 영혼 아귀를 파괴하세요.
QUEST_LV_0100_20151102_011048	Mardas says he will deliver the message to the Guide Owl after inspecting the situation. Go to the Guide Owl and return the Namott of Suppression and report that everything is solved.	마르다스는 상황을 살펴본 후 대장 부엉이에게 말을 전해주겠다고 합니다. 길잡이 부엉이를 찾아가서 억제의 나모트를 돌려주고 문제를 해결했다고 전해주세요.
QUEST_LV_0100_20151102_011049	Find the right recipient	편지의 주인 찾기
QUEST_LV_0100_20151102_011050	Talk to the Wizard Submaster	위저드 서브 마스터와 대화
QUEST_LV_0100_20151102_011051	Talk to the Wizard Submaster in Orsha.	오르샤에 있는 위저드 서브 마스터와 대화하세요.
QUEST_LV_0100_20151102_011052	Defeat the monsters in the Woods of the Linked Bridges	덧댄다리 숲의 몬스터 처치
QUEST_LV_0100_20151102_011053	The Wizard Submaster wants to test your aptitude in learning advanced magic. Defeat the monsters in the Woods of the Linked Bridges to prove your worth.	위저드 서브 마스터는 상위 마법을 배울만한 실력을 갖추고 있는지 확인하고자 합니다. 덧댄다리 숲의 몬스터를 처치해서 실력을 보여주세요.
QUEST_LV_0100_20151102_011054	Report to the Wizard Submaster	위저드 서브 마스터에게 보고
QUEST_LV_0100_20151102_011055	Return to the Wizard Submaster.	위저드 서브 마스터에게 돌아가세요.
QUEST_LV_0100_20151102_011056	Talk to the Pyromancer Submaster	파이로맨서 서브 마스터와 대화
QUEST_LV_0100_20151102_011057	Talk to the Pyromancer Submaster in Orsha.	오르샤에 있는 파이로맨서 서브 마스터와 대화하세요.
QUEST_LV_0100_20151102_011058	Defeat monsters while carrying the Energy of Fire	불의 기운이 담긴 구슬을 데리고 몬스터 처치
QUEST_LV_0100_20151102_011059	The Pyromancer Submaster wants to determine your compatibility with the energy of fire. Use the orb with the energy of fire inside that Pyromancer Submaster gave you and battle with monsters.	파이로맨서 서브 마스터는 불의 기운과의 친화력을 알아보고자 합니다. 파이로맨서 서브 마스터가 소환해 준 불의 기운이 담긴 구슬을 데리고 몬스터와 전투해보세요.
QUEST_LV_0100_20151102_011060	All Regions	모든 지역
QUEST_LV_0100_20151102_011061	Report to the Pyromancer Submaster	파이로맨서 서브 마스터에게 보고
QUEST_LV_0100_20151102_011062	Return to the Pyromancer Submaster.	파이로맨서 서브 마스터에게 돌아가세요.
QUEST_LV_0100_20151102_011063	Talk to the Cryomancer Submaster	크리오맨서 서브 마스터와 대화
QUEST_LV_0100_20151102_011064	Talk to the Cryomancer Submaster in Orsha.	오르샤에 있는 크리오맨서 서브 마스터와 대화하세요.
QUEST_LV_0100_20151102_011065	Defeat monsters and recharge the spell	몬스터를 처치해서 마력 충전
QUEST_LV_0100_20151102_011066	The Cryomancer Submaster says that the training to handle the cold energy is required. As a training execise, fill up Unmelting Magical Piece of Ice with spell.	크리오맨서 서브 마스터는 크리오맨서가 되려면 냉기의 힘을 다루는 훈련을 해야한다고 합니다. 냉기의 힘을 다루는 훈련으로 녹지 않는 마력의 얼음 조각에 마력을 채워오세요.
QUEST_LV_0100_20151102_011067	Report to the Cryomancer Submaster	크리오맨서 서브 마스터에게 보고
QUEST_LV_0100_20151102_011068	Return to the Cryomancer Submaster.	크리오맨서 서브 마스터에게 돌아가세요.
QUEST_LV_0100_20151102_011069	Talk to the Archer Submaster	아처 서브 마스터와 대화
QUEST_LV_0100_20151102_011070	Talk to the Archer Submaster in Orsha.	오르샤에 있는 아처 서브 마스터와 대화하세요.
QUEST_LV_0100_20151102_011071	Attack monsters from a distance	먼 거리에서 몬스터 공격
QUEST_LV_0100_20151102_011072	The Archer Submaster says that the one who uses a bow and arrow must be able to hit an enemy from afar precisely. Strike a hit on a monster from a distance.	아처 서브 마스터는 활을 쓰는 자는 먼 거리에서 정확하게 적을 공격하는 게 중요하다고 합니다. 먼 거리에서 몬스터를 공격해서 정확하게 명중시키세요.
QUEST_LV_0100_20151102_011073	Report to the Archer Submaster	아처 서브 마스터에게 보고
QUEST_LV_0100_20151102_011074	Return to the Archer Submaster.	아처 서브 마스터에게 돌아가세요.
QUEST_LV_0100_20151102_011075	Talk to the Ranger Submaster	레인저 서브 마스터와 대화
QUEST_LV_0100_20151102_011076	Talk to the Ranger Submaster in Orsha.	오르샤에 있는 레인저 서브 마스터와 대화하세요.
QUEST_LV_0100_20151102_011077	Defeat monsters all by yourself in 10 seconds	혼자서 몬스터를 10초안에 연속해서 처치
