ITEM_20150317_000001	no_helmet
ITEM_20150317_002673	You can earn from non-Terry too.
ITEM_20150317_002674	Fang of Cerberus
ITEM_20150317_002675	You can earn from Cerberus.
ITEM_20150317_002676	Sanyeomche of Chapparition
ITEM_20150317_002677	Chapparition can be obtained from:
ITEM_20150317_002678	Ciel and
ITEM_20150317_002679	You can earn at LV80 mission.
ITEM_20150317_002680	Baie job boots leather
ITEM_20150317_002681	You can get it from Colimensia of Indigo Trees Quest.
ITEM_20150317_002682	Baie job bootstrap
ITEM_20150317_002683	You can earn from any paint scraping of Mototaira quest.
ITEM_20150317_002684	The chain in Safi
ITEM_20150317_002685	This is the material to make a Necklace to Safi. You can earn from Foata in barrier.
ITEM_20150317_002686	The Stone in Safi
ITEM_20150317_002687	This is the material to make a Necklace to Safi. You can earn from Rikausu visible heart goal.
ITEM_20150317_002688	Corner of Bramble
ITEM_20150317_002689	This is the material to make a Necklace to Safi. You can earn from Bramble of falling rainforest.
ITEM_20150317_002690	RAM debris of the main Najoru
ITEM_20150317_002691	You can earn from RAM of the main Najoru of broken pillars canyon.
ITEM_20150317_002692	Denoptic eye
ITEM_20150317_002693	You can earn from long Ashitani of Denoptic.
ITEM_20150317_002694	Scorpio hook
ITEM_20150317_002695	You can earn from stone pillar stand Scorpio.
ITEM_20150317_002696	Gem abrasive
ITEM_20150317_002697	It is used when you are to strengthen the gem. You me greatly increase the Gem of experience value.
ITEM_20150317_002698	Tomb Lord chain
ITEM_20150317_002699	You can earn from king tomb second floor of the Tomb Lord.
ITEM_20150317_002700	Bearkaras piece
ITEM_20150317_002701	You can earn from king tomb fourth floor of Bearkaras.
ITEM_20150317_002702	Thoughts of the Rexipher
ITEM_20150317_002703	You can earn from king tomb fifth floor of Rexipher.
ITEM_20150317_002704	Old relic
ITEM_20150317_002705	It is an old relic that has been found in the well.
ITEM_20150317_002706	Grindstone
ITEM_20150317_002707	Ore
ITEM_20150317_002708	Bone of Unicorn
ITEM_20150317_002709	You can earn from Unicorn goal of staying tree.
ITEM_20150317_002710	Reaverpede Leather
ITEM_20150317_002711	You can get from staying tree goal of Reaverpede.
ITEM_20150317_002712	Devilglove debris
ITEM_20150317_002713	You can earn from the glove incredible fix Ogawa.
ITEM_20150317_002714	Collected feathers
ITEM_20150317_002715	You can earn from collected fixes Ogawa.
ITEM_20150317_002716	Parchment
ITEM_20150317_002717	This is the exclusive parchment. You can write something. Pardoner can buy from your master.
ITEM_20150317_002718	Synthetic Stone
ITEM_20150317_002719	Material used for item synthesis
ITEM_20150317_002720	String language Myurureto
ITEM_20150317_002721	Magic words Myurureto
ITEM_20150317_002722	Skull language Myurureto
ITEM_20150317_002723	Lish Myurureto
ITEM_20150317_002724	Autoclave language Myurureto
ITEM_20150317_002725	Pictogram: Kepa (joy)
ITEM_20150317_002726	Chat emoticons registration
ITEM_20150317_002727	You can register a chat emoticons. Right click to use.
ITEM_20150317_002728	Pictogram: Kepa (sadness)
ITEM_20150317_002729	Copper ore
ITEM_20150317_002730	Iron ore
ITEM_20150317_002731	This is a general ore that can be seen easily.
ITEM_20150317_002732	Steel ore
ITEM_20150317_002733	It is harder ore than iron.
ITEM_20150317_002734	Titanium ore
ITEM_20150317_002735	This is the ore that has a lighter nature despite stiff.
ITEM_20150317_002736	Mithril ore
ITEM_20150317_002737	It is a mineral of shining silver. Magical power has been put, it is used when you want to create a powerful equipment.
ITEM_20150317_002738	Orichalcum Ore
ITEM_20150317_002739	Ishirudin ore
ITEM_20150317_002740	The founding initial, it was precious jewel that can not dig unless received bestowed goddess. Currently, there is no so mining is difficult.
ITEM_20150317_002741	Comment
ITEM_20150317_002742	You can earn from Korirurasu.
ITEM_20150317_002743	Titanium
ITEM_20150317_002744	Pumpkin
ITEM_20150317_002745	Jewelry
ITEM_20150317_002746	It is a gem that sap of the tree was made solidified long time.
ITEM_20150317_002747	Lizard pumpkin
ITEM_20150317_002748	It is a rare gem that lizard is confined in the pumpkin.
ITEM_20150317_002749	Topaz
ITEM_20150317_002750	It is a gem of a yellow light. I am told that there is a force that getting rid of the devil.
ITEM_20150317_002751	Opal
ITEM_20150317_002752	It is a gem that gives off a variety of colors.
ITEM_20150317_002753	Garnet
ITEM_20150317_002754	It is the red lines of jewelry, such as ruby, but scarcity is reduced.
ITEM_20150317_002755	Obsidian
ITEM_20150317_002756	It is a gem of an opaque black light.
ITEM_20150317_002757	Peridot
ITEM_20150317_002758	It is a green gem. There is a legend that will protect from evil spirits.
ITEM_20150317_002759	Zircon
ITEM_20150317_002760	Brown is the jewel of.
ITEM_20150317_002761	Pyrite
ITEM_20150317_002762	It is a stone that fire of force is condensed. You can be purchased from the master in Pyromancer.
ITEM_20150317_002763	Bloodstone
ITEM_20150317_002764	It is a florid jewelry. I will say that there is healing efficacy.
ITEM_20150317_002765	Cryolite
ITEM_20150317_002766	It is a stone which the force of the cold air has been condensed.
ITEM_20150317_002767	Pyro Stone
ITEM_20150317_002768	Pyrite is the stone which was processed in the magic. You can buy Statement made to the tool shop of marketers.
ITEM_20150317_002769	Clio Stone
ITEM_20150317_002770	It is a stone that was processed cryolite in magic. You can buy Statement made to the tool shop of marketers.
ITEM_20150317_002771	Waves and chloride
ITEM_20150317_002772	It is a mineral plus the nature of the metal to pyro Stone.
ITEM_20150317_002773	Kurioniumu
ITEM_20150317_002774	It is a mineral plus the nature of the metal in Clio Stone.
ITEM_20150317_002775	Diamond
ITEM_20150317_002776	Colorless and is transparent gem. Harder than the metal, in the jewelry also very belong to one rare.
ITEM_20150317_002777	Sapphire
ITEM_20150317_002778	It is a beautiful gem of blue light. Value as light becomes darker will be higher.
ITEM_20150317_002779	The name of this
ITEM_20150317_002780	Click to use the right button of the mouse button
ITEM_20150317_002781	Lydia Schaffen and Fletcher
ITEM_20150317_002782	Story of the manufacturer of the arrow of Bowyer and the legend of the legend
ITEM_20150317_002783	Legends in Fedimian
ITEM_20150317_002784	No target is invisible to the trained archer
ITEM_20150317_002785	Lessons about the tools, who defeated the disciples of Lydia Schaffen
ITEM_20150317_002786	Her remedy for the challenges thrown in the Lydia Schaffen
ITEM_20150317_002787	Required reading for the linker. And trying to find a connection point for all of ego
ITEM_20150317_002788	Monographs on the armor of Kadumel King era
ITEM_20150317_002789	Legends in Klaipeda
ITEM_20150317_002790	First part of the torn diary
ITEM_20150317_002791	Diary page of torn of residents who lived in this vicinity. Please read the contents.
ITEM_20150317_002792	Second part of the torn diary
ITEM_20150317_002793	Third part of the torn diary
ITEM_20150317_002794	Fourth part of the torn diary
ITEM_20150317_002795	Silver
ITEM_20150317_002796	Common currency
ITEM_20150317_002797	Kingdom general money
ITEM_20150317_002798	Gold
ITEM_20150317_002799	Advanced money
ITEM_20150317_002800	Top currency of the Kingdom
ITEM_20150317_002801	Recipe
ITEM_20150317_002802	Sign up for production in the mouse right click.
ITEM_20150317_002803	Recipe can make the item has been written. You can create from production menu of relaxing mode.
ITEM_20150317_002804	Skill scrolls
ITEM_20150317_002805	It makes me a warp moved to another image. The current position is stored.
ITEM_20150317_002806	Beads of Nostalgia
ITEM_20150317_002807	If you use, orb {nl} to move the moment to the saved point reuse wait time of 15 minutes
ITEM_20150317_002808	Klaipeda Return Stone
ITEM_20150317_002809	Item for moving to the Klaipeda. Right click to use. Cooldown time 20 minutes
ITEM_20150317_002810	Modify mine unsealed scroll 1
ITEM_20150317_002811	Quest Item
ITEM_20150317_002812	Modify mine unsealed scroll 2
ITEM_20150317_002813	Bokor doll
ITEM_20150317_002814	mediator of magic Bokor to use. Call seen for mental magic effects to produce their own look call doll directly.
ITEM_20150317_002815	Old scroll in Pyromancer
ITEM_20150317_002816	Pyromancer manual hidden I old scroll. Characters and patterns are drawn that can not be recognized.
ITEM_20150317_002817	Messenger bags
ITEM_20150317_002818	Bag that looks like a messenger. Contains a variety of reports and food.
ITEM_20150317_002819	Harmful soldier
ITEM_20150317_002820	Harmful soldier who died by being attacked by a monster. Already it is enough to be difficult to examine the form.
ITEM_20150317_002821	Moss
ITEM_20150317_002822	Moss that was collected in order to investigate the bizarre phenomenon. And being able to understand the various things.
ITEM_20150317_002823	The discolored full
ITEM_20150317_002824	Color is unusual full. It is speculated that influenced the power of Asmodian.
ITEM_20150317_002825	Feeling bad bark
ITEM_20150317_002826	Quirky to the unusual bark. It is speculated that influenced the power of Asmodian.
ITEM_20150317_002827	Block of report
ITEM_20150317_002828	Block of the report. Is what you reconnaissance the nearby area are written.
ITEM_20150317_002829	Regular reporting of York
ITEM_20150317_002830	York reports. The contents of the movement of recently increased monster is written. Let's have the adjutant Borda.
ITEM_20150317_002831	Vubbe looters of pocket
ITEM_20150317_002832	herbs part Bejoku're carrying around. It has been rough care, but have a sufficient effect.
ITEM_20150317_002833	Loot box of Shaururemu
ITEM_20150317_002834	booty Vubbe was collected by looting elsewhere. Nante together.
ITEM_20150317_002835	Part Vega looting has been supplies
ITEM_20150317_002836	The Department Vega looting and supplies that were carried out. The amount is a little less.
ITEM_20150317_002837	Vubbe's Bow
ITEM_20150317_002838	Arrow of feathers that part Vega use. Are useful for the study monster.
ITEM_20150317_002839	Moody additional reports
ITEM_20150317_002840	Moody's report. what monster have been attacked is written.
ITEM_20150317_002841	Part of the wing of sincere owl image. Divine power has been put.
ITEM_20150317_002842	Friends of part of the wing of the terrible owl image. Sculpture of mediocre tree had been decorated.
ITEM_20150317_002843	Crystal ball
ITEM_20150317_002844	Ore in the state of being not machined. There is no glossy modifications visible in the gemstone also not been refined.
ITEM_20150317_002845	Vubbe serum
ITEM_20150317_002846	Serum collected from the blood of Vubbes. It is a material requested by Vaidotas to the Commander.
ITEM_20150317_002847	Crystal
ITEM_20150317_002848	Modify work not uniform. materials Baidosu was ask.
ITEM_20150317_002849	Sera were collected from dead Vubbe blood.
ITEM_20150317_002850	The key to Tobyon
ITEM_20150317_002851	The key to solving the barrier of king Ling
ITEM_20150317_002852	Wang Ling second floor lever
ITEM_20150317_002853	Key to go to the king Ling 33
ITEM_20150317_002854	Part of the slab (1)
ITEM_20150317_002855	Part of the slab (2)
ITEM_20150317_002856	Mason the Forty of treasure map
ITEM_20150317_002857	Map that displays the somewhere in the position. I wonder treasure?
ITEM_20150317_002858	Duck explorer Bakisu
ITEM_20150317_002859	diary that Bakisu was recorded devoted his life. It seems to be in very important.
ITEM_20150317_002860	Create a memorial rock
ITEM_20150317_002861	Create material memorial memorial to those who died in this area
ITEM_20150317_002862	Seat public toolset
ITEM_20150317_002863	Toolset that contains fleas, hammer, lines, etc. are required to engrave the stone
ITEM_20150317_002864	memorial blood Fortinet has been created
ITEM_20150317_002865	The contents of the memorial for the people who died in this area has been written.
ITEM_20150317_002866	Navigation of the cube
ITEM_20150317_002867	Find the Magi by absorbing the power of Tobyon
ITEM_20150317_002868	Sculpture of old pillar
ITEM_20150317_002869	Pieces, such as away from the stone pillar. Tsukaimichi is not clear, but the value is I can be seen.
ITEM_20150317_002870	Flour were collected from the surface of the stone pillar
ITEM_20150317_002871	Wood flour that was collected from the surface of the stone pillar. I do not know where to whether used.
ITEM_20150317_002872	Sculpture of a small stone
ITEM_20150317_002873	Pieces of stone was left without being digested in the stomach monster. Perhaps, it seems to be part of the relics.
ITEM_20150317_002874	Scroll to open the space gap
ITEM_20150317_002875	Scroll made to open the space gap. You can find the great king of the key.
ITEM_20150317_002876	Great key
ITEM_20150317_002877	Key necessary to solve the seal of King Zasharieru
ITEM_20150317_002878	Grohl of leather
ITEM_20150317_002879	One of the challenges is Hoplite master requested. Very I look Jirugyo.
ITEM_20150317_002880	Stinger of Chaiporo
ITEM_20150317_002881	One of the challenges is Hoplite master requested. It seems serious thing when bites are.
ITEM_20150317_002882	Black Powder of Yukopus
ITEM_20150317_002883	One of the challenges is Hoplite master requested. Little breath I scatter immediately.
ITEM_20150317_002884	Sap sticky of Erurumu
ITEM_20150317_002885	Quest item.
ITEM_20150317_002886	Hanashin of Meshumu
ITEM_20150317_002887	Materials necessary for the study of Psychokino master.
ITEM_20150317_002888	The sticky potion
ITEM_20150317_002889	potion Psychokino master is made to put the flowers core of Meshumu. I look a little dangerous.
ITEM_20150317_002890	materials linker master has to ask the need to test. Where do will you try to write?
ITEM_20150317_002891	Nail Barera
ITEM_20150317_002892	article Sapper Master was stashed
ITEM_20150317_002893	what Sapper Master was ask me to return to the original owner. Whether stolen?
ITEM_20150317_002894	Merogu leather
ITEM_20150317_002895	Leather was there is a need for Quarrel Shooter master. I write to armor.
ITEM_20150317_002896	Stone for construction
ITEM_20150317_002897	Klaipeda Castle stone for repair. This Kungoru I transfer how.
ITEM_20150317_002898	Hunter master of pocket
ITEM_20150317_002899	Do not know whether what is turned on, but the awful smell.
ITEM_20150317_002900	Blue Crystal
ITEM_20150317_002901	part of the material sculptor Tesla had want to have to do so. Very I look hard.
ITEM_20150317_002902	Pot of fire
ITEM_20150317_002903	Pot to absorb the aura of fire from the periphery of the monsters
