QUEST_LV_0200_20150317_000001	$Philipas' Soldier
QUEST_LV_0200_20150401_005787	{memo X}Plese close the space of the metastasis that are on the scar of the metastasis first.{nl}Because of the waves coming out from the space, I can't hardly focus on the ritual.
QUEST_LV_0200_20150401_005788	We don't know exactly what is the strong power that is controlling Dionysus.{nl}We just know that it could close the space of the metastasis and it should not be stolen.{nl}
QUEST_LV_0200_20150401_005789	While the goddess was maintaining the barrier of the prison, she also had to fight against Baltrus at the same time.{nl}If the goddess gets defeated, that power can't be protected..{nl}
QUEST_LV_0200_20150401_005790	{memo X}The Goddess had to make a hard decision.{nl}Until the prison gets stabilized, she will seal the power to Dionysus who is like family to her.
QUEST_LV_0200_20150401_005791	{memo X}Dionysus is the guardian who Vakarine most takes care.{nl}She reluctantly sealed the strong power to Dionysus and fell into the deep sadness..
QUEST_LV_0200_20150401_005792	We can start the ritual now.{nl}When the Key of the Night Star is completed, we could probably retrieve his ego.
QUEST_LV_0200_20150401_005793	{memo X}We could go to Orualma grand corridor to put the power of the Goddess into the key of the night star.{nl}As I am charging the key, please protect me from the demons.
QUEST_LV_0200_20150401_005794	{memo X}It's all completed. Please hand over this key to Aldona.{nl}Aldona is blocking the attacks of Dionysus so please hurry up.
QUEST_LV_0200_20150401_005795	{memo X}Soon.. We would collapse.{nl}Dionysus is too strong to face against by us, Kupoles.{nl}
QUEST_LV_0200_20150401_005796	{memo X}Vakarine saved some power to prepare for the worst outcome.{nl}With the key of the night star, please unleash the seals of Rewalda, Kasa and Rada Seals.
QUEST_LV_0200_20150401_005797	{memo X}The problem is the time.{nl}If you are late, Vakarine can't do anything.
QUEST_LV_0200_20150401_005798	{memo X}The power of the Goddesses is accumulating at the magical suppressor.{nl}We are now all ready. And we have enough time.
QUEST_LV_0200_20150401_005799	{memo X}We will now remove the power from Dionysus.{nl}If we fail, Dionysus may escape from here with the power.{nl}
QUEST_LV_0200_20150401_005800	{memo X}It's going to bring the same result like unleashing tens of Demon Lords.{nl}You should approach it carefully. Tell me when you are ready.
QUEST_LV_0200_20150401_005801	{memo X}The direction where Hauberk ran away is the 4th District where Daiva is protecting.{nl}First, go back to the Goddess. I will take care of Dionysus.
QUEST_LV_0200_20150401_005802	{memo X}Savior. You are now ready to know the truth.{nl}The reason why I am just leaving Hauberk like that is because he too is the key to close the space of the metastasis.{nl}
QUEST_LV_0200_20150401_005803	{memo X}The power that he took away from Dionysus is called the chain of revivification.{nl}He was planning to close the space of the metastasis using that chain and the spirit of Hauberk.{nl}
QUEST_LV_0200_20150401_005804	{memo X}But since you are here, it's not too late.{nl}The 4th District, the place where he ran away to is like a maze. Daiva will be able to chase after him.
QUEST_LV_0200_20150401_005805	{memo X}How come Vakarine left Hauberk to go crazy like that..{nl}I guess she must have a reason for that.
QUEST_LV_0200_20150401_005806	{memo X}Even if we defeat Baltrus, that doesn't mean we have peace in this prison.{nl}The demons who lost their leader is going crazy here.{nl}
QUEST_LV_0200_20150401_005807	{memo X}His subordinates are keep gathering at the grand corridor of Orualma. {nl}Please defeat them.
QUEST_LV_0200_20150401_005808	We, Kupoles are different.{nl}Even if the goddesses are not around, we don't get violent.{nl}
QUEST_LV_0200_20150401_005809	We are the symbol of the rules and the principles.
QUEST_LV_0200_20150401_005810	{memo X}The Goddesses rest at the grand corridor and recover her power.{nl}That's why it has to be safe all the time from the demons. Thank you so much.
QUEST_LV_0200_20150401_005811	{memo X}Dionysus is weak.{nl}If you could find his toenails, he will recover his energy.{nl}
QUEST_LV_0200_20150401_005812	{memo X}There are many demons who ran away after getting attacked by Dionysus near Rewalda seal.{nl}You may find the toe nails of Dionysus from them.
QUEST_LV_0200_20150401_005813	{memo X}Dionysus was originally the normal creature from the human world.{nl}Vakarine accepted him who was playing with the demons violently.{nl}
QUEST_LV_0200_20150401_005814	{memo X}Now he is the most faithful guardian of Vakarine.{nl}He lost his conciousness due to that power, but he must be suffering a lot himself.
QUEST_LV_0200_20150401_005815	{memo X}Vakarine will recover fast when Dionysus recovers.{nl}There are many things for Dionysus to do other than that.
QUEST_LV_0200_20150401_005816	{memo X}Thanks. {nl}This will greatly help Dionysus who is very weak at the moment.
QUEST_LV_0200_20150401_005817	$When Dionysus lost his ego, the Rada Seal risked breaking down.{nl}Fortunately, he regained his conciousness before that, but he could not save the Mark of Star.{nl}
QUEST_LV_0200_20150401_005818	{memo X}Please collect the pieces of the symbol of the star that are scattered near Rada Seal.{nl}It will help the Goddess to recover her power.
QUEST_LV_0200_20150401_005819	$Dionysus' power is astonishing.{nl}Even th violent Baltrus were busy running away instead of touching him.
QUEST_LV_0200_20150401_005820	{memo X}Thanks. {nl}If the Goddesses recover, Dionysus would also recover.
QUEST_LV_0200_20150401_005821	{memo X}Hauberk just passed here.{nl}I am sure that he is trying to break the barrier of the Goddess who hasn't been fully recovered and escape by breaking the barrier.{nl}
QUEST_LV_0200_20150401_005822	{memo X}The barrier at the Nebilau collapsed area is most weak so he must have went there.{nl}Hurry and follow him. I will block the route.
QUEST_LV_0200_20150401_005823	$Now, Hauberk is risking everything he's got.{nl}Now is the only chance that he can restore everything about him.
QUEST_LV_0200_20150401_005824	$Anything Hauberk tries won't be effective.{nl}Let's keep pressuring him, and chase him to the very end.
QUEST_LV_0200_20150401_005825	$It seems that Hauberk's servants are coming again.{nl}I think he's trying to deceive us by giving the fragments of his soul to his servants, but that's also what we want.{nl}
QUEST_LV_0200_20150401_005826	{memo X}Please collect the pieces of the spirit by defeating the subordinates of Hauberk at the internal isolated area.{nl}Our objective is to collect more pieces of his spirit.
QUEST_LV_0200_20150401_005827	$I will chase after Hauberk while I am collecting the fragments of his soul.{nl}Let's meet in front of Idinga Solitary Confinement.
QUEST_LV_0200_20150401_005828	{memo X}Even if Hauberk does something, this is inside the prison.{nl}As long as we are chasing, Hauberk could never run away.
QUEST_LV_0200_20150401_005829	$Well done. {nl}They might have succeeded in slowing us down, but they did not buy themselves much time at all.
QUEST_LV_0200_20150401_005830	{memo X}They are trying to escape by borrowing the bodies of his subordinates. {nl}Let's keep searching by defeating the demons that contains Hauberk. Until he gives up.
QUEST_LV_0200_20150401_005831	{memo X}Please take this Night Star Spectral Orb.{nl}We can find Hauberk easily with this.
QUEST_LV_0200_20150401_005832	{memo X}I will push Hauberk to the single path where he won't be able to run away.{nl}If he tries to give up and run away, I will block here.
QUEST_LV_0200_20150401_005833	{memo X}Don't worry too much even if he runs away.{nl}It's going well as planned.
QUEST_LV_0200_20150401_005834	{memo X}Success!{nl}No more escaping.
QUEST_LV_0200_20150401_005835	{memo X}We will start the hunting from now on.{nl}There is only single path in front so Hauberk would resist hard.{nl}
QUEST_LV_0200_20150401_005836	{memo X}Push Hauberk into Galutin Solitary Confinement.{nl}Don't worry since Sigita is blocking Hauberk's exit at the opposite side.
QUEST_LV_0200_20150401_005837	{memo X}Hauberk is like a rat that has no where to hide.{nl}Tell me when you are ready to attack.
QUEST_LV_0200_20150401_005838	{memo X}Well done. We will take the sealed Hauberk and the strong power to the Goddess.{nl}The Goddess is waiting at the 5th District in the prison. Please hurry up to her.
QUEST_LV_0200_20150401_005839	{memo X}We've got Hauberk, but the problem is their subordinates.{nl}We don't know what they will do in the future.{nl}
QUEST_LV_0200_20150401_005840	$Hauberk's remnant forces are gathering again at the Aklaga Isolation Area.{nl}I want you to get rid of them.
QUEST_LV_0200_20150401_005841	$The dimensional crack is the problem.{nl}There weren't this many low-class demons before.
QUEST_LV_0200_20150401_005842	$Thank you. {nl}I will stay here and pursue the remaining demons.
QUEST_LV_0200_20150401_005843	$Some of Hauberk's servants ran away to Ishidevi Hideout. {nl}They are probably hoping for a revival, like Nuaele's. {nl}
QUEST_LV_0200_20150401_005844	$We cannot let that happen again. {nl}Please defeat the demons around the Ishidevi Hideout.
QUEST_LV_0200_20150401_005845	$Leaving Nuaele alone just because it was trapped was a source of trouble. {nl}We paid a big price for that lesson.
QUEST_LV_0200_20150401_005846	$Good work. {nl}I will track down every last demon so that they can't resist against the goddess.
QUEST_LV_0200_20150401_005847	{memo X}The Goddess may disagree but we need to show them a lesson. {nl}Can you defeat the demons in Hradeti Crossroads and get their teeth?
QUEST_LV_0200_20150401_005848	$The demons need to learn their lessons. {nl}It's rather gentle compared to what they did.
QUEST_LV_0200_20150401_005849	{memo X}Thank you. {nl}Please keep it a secret from the Goddess.
QUEST_LV_0200_20150401_005850	{memo X}It was with your help that we made it until here. {nl}The prisons will no longer be threatened by the demons anymore. {nl}
QUEST_LV_0200_20150401_005851	{memo X}We will perform the ritual for closing the gap so better be prepared.
QUEST_LV_0200_20150401_005852	$The waves of the dimensional crack have become stronger than ever. {nl}We can no longer fill it with Hauberk's soul alone. {nl}
QUEST_LV_0200_20150401_005853	$I feel heavy-hearted to keep burdening you. {nl}But this is something only you can help.
QUEST_LV_0200_20150401_005854	{memo X}We will add the power of demons to the sealed soul of Houvberg. {nl}I will give you the Evening Star Rune but it is not in its complete state.
QUEST_LV_0200_20150401_005855	{memo X}Please defeat the demons in Aushra Chapel and collect the traces of the crossover. {nl}It will be an important tool for collecting the power of demons.
QUEST_LV_0200_20150401_005856	There is something I realized after meeting you. {nl}That I should have accepted Laima's warning in the first place.
QUEST_LV_0200_20150401_005857	{memo X}You've gathered enought to fill the Evening Star Rune. {nl}You can use this to draw soul of demons.
QUEST_LV_0200_20150401_005858	{memo X}Here. Take the Evening Star Rune.
QUEST_LV_0200_20150401_005859	{memo X}Use the Evening Star Rune on the demons in Rankine Isolation District and incapacitate them. {nl}The demons will then be pulled to me by the power in the Runes.
QUEST_LV_0200_20150401_005860	{memo X}From here, I will combine those demons with the soul of Hauberk.
QUEST_LV_0200_20150401_005861	A goddess and a demon cannot easily interfere with each other's souls. {nl}Only a Revelator like you can do so.
QUEST_LV_0200_20150401_005862	{memo X}Good work, Revelator. {nl}The demons you sent are being combined with soul of Hauberk.
QUEST_LV_0200_20150401_005863	{memo X}We still need more of demons' souls. {nl}Please use the Evening Star Rune on the demons in Ishsula Ruins Area too.
QUEST_LV_0200_20150401_005864	{memo X}Then the Kupoles will go to collect them..
QUEST_LV_0200_20150401_005865	The dimensional crack is connected with the demon's world so it can't be removed without the power of the demons. {nl}That is why your role, not the goddess' nor the demons', is important.
