SKILL_20150317_000001	공격
SKILL_20150401_003216	{memo X}살라미온 공격력 100{nl}살라미온 HP 1000
SKILL_20150401_003217	대상의 공격속도를 증가시킵니다.
SKILL_20150401_003218	공격속도 #{CaptionRatio}# 증가{nl}지속시간 #{CaptionTime}#초
SKILL_20150401_003219	{memo X}몬스터에게 죽은 뒤 다시 태어나게 하는 효과를 부여합니다.
SKILL_20150401_003220	{memo X}지정한 위치의 시간을 일시적으로 멈춥니다. 대상은 멈춰있는 동안 아무런 피해도 받지 않습니다.
SKILL_20150401_003221	마법 지속시간 #{CaptionTime}#초
SKILL_20150401_003222	{memo X}대상의 이동속도를 감소시킵니다.
SKILL_20150401_003223	{memo X}이동 속도 #{CaptionRatio}#% 감소{nl}마법진 지속시간 #{CaptionRatio2}#초{nl}{#339999}{ol}[슬로우]{/}{/} 지속시간 5초
SKILL_20150401_003224	{memo X}대상의 이동속도를 증가시킵니다.
SKILL_20150401_003225	{memo X}이동 속도 #{CaptionRatio}#% 증가{nl}지속시간 #{CaptionTime}#초
SKILL_20150401_003226	{memo X}해당 지역내 시간을 모두 스킬사용 이전의 상태로 되돌린다.
SKILL_20150401_003227	{memo X}백마스킹 범위 100{nl}해당 지역 10초간 백마스킹 불가
SKILL_20150401_003228	{memo X}{#993399}{ol}[마법]{/}{/}{nl}이 공격으로 몬스터가 죽을 때 시체 조각을 수집합니다.
SKILL_20150401_003229	{memo X}공격력 #{SkillAtkAdd}#{nl}종족별 몬스터 시체조각 수집
SKILL_20150401_003230	{memo X}네크로노미콘에 등록한 몬스터의 형태를 본떠서 쇼고스를 소환합니다.
SKILL_20150401_003231	{memo X}네크로노미콘에 등록한 보스카드
SKILL_20150401_003232	{memo X}{#993399}{ol}[마법]{/}{/}{nl}지정한 위치에 시체 조각을 날려 대상에게 피해를 줍니다.
SKILL_20150401_003233	{memo X}{#993399}{ol}[마법]{/}{/}{nl}시체 조각을 자신 주위에 맴돌게 하여 근접한 대상에게 피해를 줍니다.
SKILL_20150401_003234	{memo X}시체 벽을 만들어 대상의 접근을 막습니다.
SKILL_20150401_003235	{memo X}더티월 #{CaptionRatio}#개{nl}더티월 지속시간 15초
SKILL_20150401_003236	{memo X}몬스터가 죽은 자리에 남아있던 시체조각을 수집합니다.
SKILL_20150401_003237	{memo X}적용 범위 100
SKILL_20150401_003238	{memo X}{#993399}{ol}[마법]{/}{/}{nl}땅에 떨어져 있는 아이템을 폭발시켜 주변 대상에게 피해를 줍니다,
SKILL_20150401_003239	{memo X}땅을 파서 연금술에 필요한 광석을 획득합니다.
SKILL_20150401_003240	{memo X}매번 다른 광석을 얻음
SKILL_20150401_003241	{memo X}젬을  수 있는 상점을 개설합니다. 젬의 패널티를 감소시킵니다.
SKILL_20150401_003242	스킬 레벨별로 젬의 패널티가 감소
SKILL_20150401_003243	{memo X}무기를 합성하여 무기의 성능을 변경합니다. 합성된 무기는 포텐셜이 감소합니다.
SKILL_20150401_003244	최소 공격력, 최대 공격력 각각{nl}-#{CaptionRatio}#%~#{CaptionRatio}#% 변경
SKILL_20150401_003245	{memo X}아이템을 연성하여 전투에 유용한 포션을 만들어 냅니다.
SKILL_20150401_003246	레시피를 통해 포션 제작
SKILL_20150401_003247	{memo X}아이템들을 합성하여 새로운 아이템을 제조합니다.
SKILL_20150401_003248	#{CaptionRatio}#X#{CaptionRatio}# 조합 가능
SKILL_20150401_003249	{memo X}무기의 포텐셜을 감소시켜 아이템 던전을 엽니다. 던전을 클리어 하면 무기의 잠재된 성능이 나타납니다.
SKILL_20150401_003250	{memo X}무기마다 각각 다른 던전과{nl}잠재효과가 있음
SKILL_20150401_003251	{memo X}공격력 #{SkillAtkAdd}#{nl}튕긴 화살 공격력 #{CaptionRatio}#%
SKILL_20150401_003252	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}대상을 밀쳐내는 화살을 발사합니다.
SKILL_20150401_003253	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}대상을 향해 두개의 화살을 동시에 발사합니다.
SKILL_20150401_003254	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}이 공격으로 대상이 죽으면 주변으로 화살이 튕겨 나갑니다.
SKILL_20150401_003255	{memo X}필드에서 돌 탄환을 줍습니다. 마을에서는 획득이 불가능합니다.
SKILL_20150401_003256	{memo X}{#DD5500}{ol}[물리] - [타격]{/}{/}{nl}앞에 있는 파비스를 파괴하여 전방의 대상에게 피해를 줍니다.
SKILL_20150401_003257	{memo X}공격력 #{SkillAtkAdd}#{nl}아이스월, 더티월 파괴 가능
SKILL_20150401_003258	{memo X}대상을 향해 빠르게 움직이며 화살을 발사합니다.
SKILL_20150401_003259	{memo X}설치물을 은폐시켜 적들이 눈치채지 못하게 합니다.
SKILL_20150401_003260	은폐 지속시간 #{CaptionRatio}#분
SKILL_20150401_003261	{memo X}{#DD5500}{ol}[물리] - [타격]{/}{/}{nl}불길이 올라오면서 해당 위치에 대상에게 피해를 줍니다.
SKILL_20150401_003262	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}와이어를 건드리면 장전된 화살이 발사되는 트랩을 설치합니다.
SKILL_20150401_003263	{memo X}공격력 #{SkillAtkAdd}#{nl}화살 갯수 #{CaptionRatio}#개{nl}설치 범위 #{CaptionRatio2}#
SKILL_20150401_003264	{memo X}{#DD5500}{ol}[물리] - [타격]{/}{/}{nl}대상에게 주위를 맴도는 폭탄을 심어 놓습니다. 폭탄은 적에게 닿을 때 터지면서 피해를 줍니다.
SKILL_20150401_003265	{memo X}공격력 #{SkillAtkAdd}#{nl}설치 갯수 #{CaptionRatio}#개
SKILL_20150401_003266	{memo X}회피 #{CaptionRatio}# 감소{nl}포인팅 AI 지속시간 10분
SKILL_20150401_003267	{memo X}숨어 있는 몬스터 감지{nl}하운딩 AI 지속시간 10분
SKILL_20150401_003268	{memo X}컴패니언이 몬스터들을 경계하여 자신의 주변으로 오지 못하게 합니다.
SKILL_20150401_003269	{#339999}{ol}[공포]{/}{/} 지속시간 #{CaptionRatio}#초{nl}컴패니언과 주인의 거리가{nl}250 이상이면 AI 해제{nl}그로울링 AI 지속시간 10분
SKILL_20150401_003270	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}소리가 나는 화살을 대상에게 발사합니다. 대상 주변에도 영향을 줍니다.
SKILL_20150401_003271	{memo X}{#DD5500}{ol}[물리] - [타격]{/}{/}{nl}지면에 섬광 화살을 발사합니다. 섬광이 터진 곳은 불꽃이 튀면서 주변에 있는 대상에게 피해를 줍니다.
SKILL_20150401_003272	{memo X}최대 지속시간 10초{nl}1초당 SP #{CaptionRatio}# 소모
SKILL_20150401_003273	{memo X}일시적으로 뒤에서 공격하면 치명타 확률이 증가합니다.
SKILL_20150401_003274	치명타 확률 #{CaptionRatio}#% 증가{nl}지속시간 #{CaptionTime}#초
SKILL_20150401_003275	{memo X}전방 일직선 상에 있는 대상의 회피율을 감소시킵니다.
SKILL_20150401_003276	회피율 #{CaptionRatio}#% 감소{nl}적용 대상 #{CaptionRatio2}#{nl}지속시간 #{CaptionTime}#초
SKILL_20150401_003277	{memo X}땅속에 숨어 자신의 모습을 감춥니다.
SKILL_20150401_003278	버로우 상태에서 기본 공격만 가능
SKILL_20150401_003279	{memo X}적의 트랩 및 마법진을 훔칩니다. 훔친 것은 나중에 필요할 때 사용할 수 있습니다.
SKILL_20150401_003280	지정 위치에 있는 적 장판 #{CaptionRatio}#칸 획득
SKILL_20150401_003281	자신의 회피율을 증가시킵니다.
SKILL_20150401_003282	회피율 #{CaptionRatio}#% 증가{nl}지속시간 #{CaptionTime}#초
SKILL_20150401_003283	{memo X}{#DD5500}{ol}[물리] - [타격]{/}{/}{nl}이 공격으로 대상이 죽으면, 대상은 폭발하고 파티원의 힘이 일시적으로 증가합니다.
SKILL_20150401_003284	{memo X}공격력 #{SkillAtkAdd}#{nl}힘 #{CaptionRatio}# 증가{nl}지속시간 #{CaptionTime}#초
SKILL_20150401_003285	{memo X}{#DD5500}{ol}[물리] - [타격]{/}{/}{nl}지정한 위치에 최루탄을 던집니다. 최루에 당한 대상은 블라인드 상태에 빠집니다.
SKILL_20150401_003286	{memo X}공격력 #{SkillAtkAdd}#{nl}최루탄 지속시간 #{CaptionTime}#초
SKILL_20150401_003287	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}대상을 단검으로 연속 공격합니다. 치명타 확률이 높고, 사용할 때마다 타격수가 다르게 적용됩니다.
SKILL_20150401_003288	{memo X}공격력 #{SkillAtkAdd}#{nl}타격수 1~4회{nl}치명타 확률 #{CaptionRatio}#%
SKILL_20150401_003289	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}대상에게 출혈 상태를 일으키는 화살을 발사합니다.
SKILL_20150401_003290	{memo X}공격력 #{SkillAtkAdd}#{nl}출혈 대미지 #{CaptionRatio}#{nl}출혈 지속시간 #{CaptionTime}#초{nl}브로드헤드 애로우 1개 소비
SKILL_20150401_003291	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}대상의 방어력을 감소시키고 실드를 제거하는 화살을 발사합니다.
SKILL_20150401_003292	{memo X}공격력 #{SkillAtkAdd}#{nl}물리 방어력 30% 감소{nl}보드킨포인트 애로우 1개 소비
SKILL_20150401_003293	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}미늘촉을 발사합니다. 방어타입의 따라 타격 수가 다르게 적용됩니다.
SKILL_20150401_003294	{memo X}공격력 #{SkillAtkAdd}#{nl}천 방어 대상 3타{nl}가죽 방어 대상 2타{nl}판금 방어 대상 1타{nl}유령 방어 대상에겐 무효{nl}바브드 애로우 1개 소비
SKILL_20150401_003295	{memo X}{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}이 공격으로 몬스터를 죽였을 때, 십자로 폭발하는 화살을 발사합니다.
SKILL_20150401_003296	{memo X}공격력 #{SkillAtkAdd}#{nl}폭발 공격력 #{CaptionRatio}#%{nl}헤일매리 애로우 1개 소비
SKILL_20150401_003297	{memo X}{#DD5500}{ol}[물리] - [때리기]{/}{/}{nl}대상에게 탄을빠르게 연발 사격을 합니다.
SKILL_20150401_003298	{memo X}{#DD5500}{ol}[물리] - [때리기]{/}{/}{nl}전방을 향해 사격하고, 자신은 뒤로 빠져나갑니다.
SKILL_20150401_003299	{memo X}{#DD5500}{ol}[물리] - [때리기]{/}{/}{nl}대상을 향해 빠르게 움직이며 사격합니다.
SKILL_20150401_003300	{memo X}공격력 #{SkillAtkAdd}#{nl}탑승 상태에서 사용 가능
SKILL_20150401_003301	후퇴 사격
SKILL_20150401_003302	{memo X}{#DD5500}{ol}[물리] - [때리기]{/}{/}{nl}자신이 이동하는 반대 방향을 향해 사격합니다.
SKILL_20150401_003303	기척을 지워 몬스터들의 위협을 없애고, 선제 공격 몬스터에게 공격당하지 않습니다.
SKILL_20150401_003304	수호성인 마법진을 생성합니다. 마법진의 효과를 받은 대상은 시전자의 피해를 대신 받습니다.
SKILL_20150401_003305	{memo X}수호성인 지속시간 #{CaptionTime}#초{nl}마법진 지속시간 #{CaptionRatio}#초
SKILL_20150401_003306	{memo X}공격력 #{SkillAtkAdd}#{nl}방어력 #{CaptionRatio}# 증가{nl}적용 대상 10{nl}지속시간 #{CaptionRatio2}#초{nl}성수 1개 소비
SKILL_20150401_003307	{memo X}추가 대미지 +#{CaptionRatio}#{nl}공격 횟수 #{CaptionRatio2}#회{nl}지속시간 30초{nl}홀리 파우더 1개 소비
SKILL_20150401_003308	신성 속성 공격력 #{CaptionRatio}# 증가{nl}추가대미지 +#{CaptionRatio2}#{nl}지속시간 #{CaptionTime}#초{nl}기슬로티스 1개 소비
SKILL_20150401_003309	전투불능 상태를 한번 막아줍니다.
SKILL_20150401_003310	HP #{CaptionRatio}#%회복{nl}#{CaptionRatio2}#초간 무적상태{nl}지속시간 #{CaptionTime}#초
SKILL_20150401_003311	{memo X}{#993399}{ol}[마법] - [신성]{/}{/}{nl}신성한 힘이 깃든 마법진을 생성합니다. 적이 마법진에 들어오는 순간 피해를 주고, 이후 지속적인 피해를 입힙니다.
SKILL_20150401_003312	{memo X}공격력 #{SkillAtkAdd}#{nl}신성 대미지 #{CaptionRatio}#{nl}지속시간 #{CaptionTime}#초
SKILL_20150401_003313	{memo X}워프 #{CaptionRatio}#회 가능{nl}여신상 지속시간 30초{nl}떡갈나무 3개 소비
SKILL_20150401_003314	{memo X}SP #{CaptionRatio}# 감소{nl}여신상 지속시간 30초{nl}소나무 5개 소비
SKILL_20150401_003315	{memo X}스플래시 #{CaptionRatio}# 증가{nl}여신상 지속시간 30초{nl}삼나무 5개 소비
SKILL_20150401_003316	{memo X}공격력 #{SkillAtkAdd}#{nl}방어 횟수 #{CaptionRatio}#회{nl}지속시간 #{CaptionTime}#초{nl}떡갈나무 2개 소비
SKILL_20150401_003317	{memo X}조각상 지속시간 #{CaptionRatio}#초{nl}물푸레나무 #{CaptionRatio2}#개 소비
SKILL_20150401_003318	{memo X}{#DD5500}{ol}[물리] - [타격]{/}{/}{nl}자신을 근접하여 공격하는 대상을 튕겨내고 피해를 줍니다.
SKILL_20150401_003319	{memo X}공격력 #{SkillAtkAdd}#{nl}원거리 발사체, 마법 방어 불가
SKILL_20150401_003320	{memo X}{#DD5500}{ol}[물리] - [타격]{/}{/}{nl}대상에게 주먹으로 2회 공격합니다.
SKILL_20150401_003321	{memo X}{#DD5500}{ol}[물리] - [타격]{/}{/}{nl}대상을 손바닥으로 밀쳐냅니다.
SKILL_20150401_003322	{memo X}{#DD5500}{ol}[물리] - [타격]{/}{/}{nl}대상을 손날로 강하게 내려쳐 솟구치게 합니다.
SKILL_20150401_003323	{memo X}{#DD5500}{ol}[물리] - [타격]{/}{/}{nl}손을 짧게 뻗어 대상을 밀쳐내고, SP를 소진시킵니다. 맞은 대상은 잠시동안 지속적인 피해를 받습니다.
SKILL_20150401_003324	{memo X}{#DD5500}{ol}[물리] - [타격]{/}{/}{nl}기를 모은 뒤 전방을 향해 발사합니다. 맞은 대상은 점점 뒤로 밀려나며 피해를 받습니다.
SKILL_20150401_003325	{memo X}1타 대미지 30%~50%{nl}0.5초당 SP #{CaptionRatio}# 소모
SKILL_20150401_003326	{memo X}{#DD5500}{ol}[물리] - [타격]{/}{/}{nl}대상에게 자신이 소지한 동전을 날려 피해를 줍니다. 맞은 대상은 최대 SP가 일시적으로 줄어듭니다.
SKILL_20150401_003327	{memo X}공격력 #{SkillAtkAdd}#{nl}지속시간 #{CaptionRatio}#초{nl}실버 #{CaptionRatio2}# 소비
SKILL_20150401_003328	{memo X}잠시동안 자신이 받는 피해를 방어합니다.
SKILL_20150401_003329	{memo X}원거리 발사체, 마법 방어 가능
SKILL_20150401_003330	{memo X}해로운 마법이나 효과를 막아낼 수 있는 디스펠러를 제작합니다.
SKILL_20150401_003331	소지 후 활성화하면 자동으로 방어{nl}방어 후 디스펠러 1개 소비
SKILL_20150401_003332	{memo X}자신이 갖고 있는 스킬의 일부를 주문서로 만들어냅니다.
SKILL_20150401_003333	주문서는 사용 후 사라짐
SKILL_20150401_003334	{memo X}자신이 갖고 있는 스킬의 이로운 효과를 대상에게 부여해주는 상점을 개설합니다.
SKILL_20150401_003335	아이템 소비하는 스킬 등록 가능
SKILL_20150401_003336	{memo X}파티원과 전방의 있는 대상의 상태이상을 치료합니다.
SKILL_20150401_003337	{memo X}파티원 치료{nl}전방에 있는 대상 #{CaptionRatio}#명 치료
SKILL_20150401_003338	{memo X}타인의 물건을 매입할 수 있는 상점을 개설합니다.
SKILL_20150401_003339	{memo X}대상의 해로운 효과의 지속시간을 강제로 증가시킵니다.
SKILL_20150401_003340	지속시간 #{CaptionRatio}#초 증가
SKILL_20150401_003341	{memo X}전방에 있는 몬스터를 조종합니다.
SKILL_20150401_003342	지속시간 #{CaptionRatio}#초
SKILL_20150401_003343	{memo X}{#993399}{ol}[마법]{/}{/}{nl}지정한 위치에 있는 식물들이 적을 공격합니다.
SKILL_20150401_003344	공격력 #{SkillAtkAdd}#{nl}지속시간 #{CaptionRatio}#초
SKILL_20150401_003345	{memo X}전방에 있는 몬스터로 변신합니다.
SKILL_20150401_003346	{memo X}몬스터의 스킬을 사용할 수 있음
SKILL_20150401_003347	{memo X}가장 최근에 쉐입시프팅으로 변신했던 몬스터로 변신합니다.
SKILL_20150401_003348	{memo X}지정한 위치에 있는 식물들이 아군을 보호합니다.
SKILL_20150401_003349	{memo X}지정한 지면에 식물이 자랍니다. 해당 지역에 들어온 몬스터는 일시적으로 식물형 몬스터가 됩니다.
SKILL_20150401_003350	{memo X}식물 더미 #{CaptionRatio}#개{nl}지속시간 #{CaptionTime}#초
SKILL_20150401_003351	{memo X}해당 맵 어딘가에 있을 몬스터를 자신의 앞에 소환합니다.
SKILL_20150401_003352	몬스터 #{CaptionRatio}#마리 소환
SKILL_20150401_003353	{memo X}파티원의 최대 SP와 STA를 증가시킵니다. 
SKILL_20150401_003354	{memo X}최대 SP,STA #{CaptionRatio}#%증가{nl}지속시간 #{CaptionTime}#분
SKILL_20150401_003355	{memo X}전방에 있는 몬스터를 다른 몬스터로 변경합니다.
SKILL_20150401_003356	대상 레벨 -#{CaptionRatio}# ~ +#{CaptionRatio}#
SKILL_20150401_003357	{memo X}몬스터가 떨어뜨릴 아이템을 미리 보여줍니다
SKILL_20150401_003358	리셋팅 사용 후{nl}실시간으로 갱신{nl}1레벨 마스터
SKILL_20150401_003359	{memo X}자신 주변에 존재한 모든 마법효과를 무효화 시킵니다.
