QUEST_LV_0100_20150317_000001	Sentinel
QUEST_LV_0100_20150317_002646	Activate the Passage Purifier (1)
QUEST_LV_0100_20150317_002647	Notice/important parts seemed to have disappeared. {nl} Find the parts using compass mine! #5
QUEST_LV_0100_20150317_002648	
QUEST_LV_0100_20150317_002649	Activate the Passage Purifier (2)
QUEST_LV_0100_20150317_002650	Notice/Mining compass is pointing to District 6. {nl} Go to District 6 and find the parts! #5
QUEST_LV_0100_20150317_002651	Notice /!/Compass is pointing to Spector monarch. {nl} Kill Spector monarch and regain your part. #5
QUEST_LV_0100_20150317_002652	Notice/!/Found the parts! {nl}Return to passage purifier and fix it #5
QUEST_LV_0100_20150317_002653	Activate the Passage Purifier (3)
QUEST_LV_0100_20150317_002654	Notice/Succesfully repaired the Passage Purifier! {nl} Purifier is now working. #5
QUEST_LV_0100_20150317_002655	Problem of circulation purifier (1)
QUEST_LV_0100_20150317_002656	Checking Purifier/LOOK/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002657	Notice/There seems to be a problem in the Purifier Pipe. {nl} Check the Purifier Pipe in 3rd District! #5
QUEST_LV_0100_20150317_002658	Cechking Purifier Pipe/LOOK/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002659	Notice /!/Opened the valve. {nl} Return to the circulation purifier. #5
QUEST_LV_0100_20150317_002660	Purifier working/HANDLING_LEFT/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002661	Notice /!/Circulation purifier is still not working! Check the Purifier Pipe in 2nd District #5
QUEST_LV_0100_20150317_002662	Problem of circulation purifier (2)
QUEST_LV_0100_20150317_002663	Notice/Get rid of Carapace blocking the way to the purifier! #5
QUEST_LV_0100_20150317_002664	Problem of circulation purifier (3)
QUEST_LV_0100_20150317_002665	Notice/You got rid of the Carapace. {nl} Check the Purifier Pipe in the 2nd District #5
QUEST_LV_0100_20150317_002666	Checking Purifier Pipe/GROPE/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002667	Notice/Opened the purifier valve. {nl} Return to circulataion purifier and activate it again. #5
QUEST_LV_0100_20150317_002668	Operating of the purifier/HANDLING_LEFT/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002669	Notice/circulation purifier is staring to activate.
QUEST_LV_0100_20150317_002670	Secondary Purifier stopped working (1)
QUEST_LV_0100_20150317_002671	Checking/LOOK/3/TRACK_BEFORE/Nonev
QUEST_LV_0100_20150317_002672	Notice/Power supply is not working properly. {nl} Try the mining compass. #5
QUEST_LV_0100_20150317_002673	Notice/Mining compass is pointing to District 4. {nl}Check the spell supply device in District 4. #5
QUEST_LV_0100_20150317_002674	Secondary Purifier stopped working (2)
QUEST_LV_0100_20150317_002675	Of looking at/LOOK_SIT/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002676	Notice/The device is rusty and not working. {nl}Use the compass to find a way to remove the rust. #5
QUEST_LV_0100_20150317_002677	Secondary Purifier stopped working (3)
QUEST_LV_0100_20150317_002678	Notice/Mining compass is still pointing to District 4. {nl}Go around District 4 to find a way to remove the rust. #5
QUEST_LV_0100_20150317_002679	You are greased/SITREAD/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002680	Notice/Spell supply device is fixed. {nl} Try running the secondary purifier. #5
QUEST_LV_0100_20150317_002681	Secondary Purifier stopped working (4)
QUEST_LV_0100_20150317_002682	Notice/secondary Purifier is working again. #5
QUEST_LV_0100_20150317_002683	Destroyer of the Main Purifier (1)
QUEST_LV_0100_20150317_002684	Notice/Some parts of the purifier seems to have disappeared. {nl} Find the parts using compass mine. #5
QUEST_LV_0100_20150317_002685	Notice/Mining compass is pointing to the six areas. {nl} 6 Try searching for parts in the area. #5
QUEST_LV_0100_20150317_002686	Destroyer of the Main Purifier (2)
QUEST_LV_0100_20150317_002687	
QUEST_LV_0100_20150317_002688	
QUEST_LV_0100_20150317_002689	Notice/Kill the Stone Whale that interferes with the search for parts!
QUEST_LV_0100_20150317_002690	Part of the recovery/SITGROPE/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002691	Notice /!/Retrieved parts of the purifier! {nl}Fix the Main Purifer and activate it. #5
QUEST_LV_0100_20150317_002692	Destroyer of the Main Purifier (3)
QUEST_LV_0100_20150317_002693	Notice/Successfuly repaired the Main Purifier! {nl} Main Purifier is now working.
QUEST_LV_0100_20150317_002694	
QUEST_LV_0100_20150317_002695	
QUEST_LV_0100_20150317_002696	
QUEST_LV_0100_20150317_002697	
QUEST_LV_0100_20150317_002698	
QUEST_LV_0100_20150317_002699	
QUEST_LV_0100_20150317_002700	
QUEST_LV_0100_20150317_002701	
QUEST_LV_0100_20150317_002702	
QUEST_LV_0100_20150317_002703	
QUEST_LV_0100_20150317_002704	
QUEST_LV_0100_20150317_002705	
QUEST_LV_0100_20150317_002706	Interference of Necroventer
QUEST_LV_0100_20150317_002707	
QUEST_LV_0100_20150317_002708	
QUEST_LV_0100_20150317_002709	
QUEST_LV_0100_20150317_002710	
QUEST_LV_0100_20150317_002711	
QUEST_LV_0100_20150317_002712	
QUEST_LV_0100_20150317_002713	
QUEST_LV_0100_20150317_002714	
QUEST_LV_0100_20150317_002715	
QUEST_LV_0100_20150317_002716	
QUEST_LV_0100_20150317_002717	
QUEST_LV_0100_20150317_002718	
QUEST_LV_0100_20150317_002719	Notice/monsters suddenly appeared! #7
QUEST_LV_0100_20150317_002720	
QUEST_LV_0100_20150317_002721	
QUEST_LV_0100_20150317_002722	Notice/suddenly appeared to be a Sheena! #7
QUEST_LV_0100_20150317_002723	Mercenary of the Merchant 
QUEST_LV_0100_20150317_002724	
QUEST_LV_0100_20150317_002725	
QUEST_LV_0100_20150317_002726	
QUEST_LV_0100_20150317_002727	
QUEST_LV_0100_20150317_002728	
QUEST_LV_0100_20150317_002729	
QUEST_LV_0100_20150317_002730	
QUEST_LV_0100_20150317_002731	
QUEST_LV_0100_20150317_002732	
QUEST_LV_0100_20150317_002733	Take a rest before you go
QUEST_LV_0100_20150317_002734	
QUEST_LV_0100_20150317_002735	Then I'll help Eta
QUEST_LV_0100_20150317_002736	That is impossible
QUEST_LV_0100_20150317_002737	
QUEST_LV_0100_20150317_002738	Notice /!/Poison amplifies the need for wood bang for the aura of stone! #8
QUEST_LV_0100_20150317_002739	
QUEST_LV_0100_20150317_002740	I will try
QUEST_LV_0100_20150317_002741	
QUEST_LV_0100_20150317_002742	Installing the stone/SITGROPE/2/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0100_20150317_002743	
QUEST_LV_0100_20150317_002744	
QUEST_LV_0100_20150317_002745	
QUEST_LV_0100_20150317_002746	
QUEST_LV_0100_20150317_002747	
QUEST_LV_0100_20150317_002748	
QUEST_LV_0100_20150317_002749	
QUEST_LV_0100_20150317_002750	
QUEST_LV_0100_20150317_002751	
QUEST_LV_0100_20150317_002752	
QUEST_LV_0100_20150317_002753	Retrieve the relief supplies
QUEST_LV_0100_20150317_002754	I'll help retrieve the relief supplies
QUEST_LV_0100_20150317_002755	Dedication of Brinker (1)
QUEST_LV_0100_20150317_002756	I'll gather some stones for it 
QUEST_LV_0100_20150317_002757	Better run away quickly
QUEST_LV_0100_20150317_002758	Dedication of Brinker (2)
QUEST_LV_0100_20150317_002759	I'll get rid of the monsters around
QUEST_LV_0100_20150317_002760	Agony of the Healer Lady (1)
QUEST_LV_0100_20150317_002761	I'll bring the refugees
QUEST_LV_0100_20150317_002762	Description of the location of the healer lady/TALK/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002763	Agony of the Healer Lady (2)
QUEST_LV_0100_20150317_002764	I'll get rid of the menacing monsters
QUEST_LV_0100_20150317_002765	Kidnapped villagers (1) Delete
QUEST_LV_0100_20150317_002766	I'll save the village residents
QUEST_LV_0100_20150317_002767	Take time to think for a while
QUEST_LV_0100_20150317_002768	Invasion of Vubbes
QUEST_LV_0100_20150317_002769	I'll go to the Vubbe's base and get rid of them
QUEST_LV_0100_20150317_002770	Disregard
QUEST_LV_0100_20150317_002771	Kidnapped villagers
QUEST_LV_0100_20150317_002772	By freeing the degree of Tasman/MAKING/2/TRACK_AFTER/None
QUEST_LV_0100_20150317_002773	
QUEST_LV_0100_20150317_002774	To the Mines
QUEST_LV_0100_20150317_002775	I'll destroy the wagons
QUEST_LV_0100_20150317_002776	I'm not yet prepared
QUEST_LV_0100_20150317_002777	
QUEST_LV_0100_20150317_002778	
QUEST_LV_0100_20150317_002779	
QUEST_LV_0100_20150317_002780	
QUEST_LV_0100_20150317_002781	
QUEST_LV_0100_20150317_002782	
QUEST_LV_0100_20150317_002783	
QUEST_LV_0100_20150317_002784	
QUEST_LV_0100_20150317_002785	
QUEST_LV_0100_20150317_002786	
QUEST_LV_0100_20150317_002787	
QUEST_LV_0100_20150317_002788	
QUEST_LV_0100_20150317_002789	
QUEST_LV_0100_20150317_002790	
QUEST_LV_0100_20150317_002791	
QUEST_LV_0100_20150317_002792	
QUEST_LV_0100_20150317_002793	
QUEST_LV_0100_20150317_002794	
QUEST_LV_0100_20150317_002795	
QUEST_LV_0100_20150317_002796	
QUEST_LV_0100_20150317_002797	
QUEST_LV_0100_20150317_002798	
QUEST_LV_0100_20150317_002799	
QUEST_LV_0100_20150317_002800	
QUEST_LV_0100_20150317_002801	
QUEST_LV_0100_20150317_002802	
QUEST_LV_0100_20150317_002803	
QUEST_LV_0100_20150317_002804	
QUEST_LV_0100_20150317_002805	
QUEST_LV_0100_20150317_002806	
QUEST_LV_0100_20150317_002807	
QUEST_LV_0100_20150317_002808	
QUEST_LV_0100_20150317_002809	
QUEST_LV_0100_20150317_002810	
QUEST_LV_0100_20150317_002811	
QUEST_LV_0100_20150317_002812	
QUEST_LV_0100_20150317_002813	
QUEST_LV_0100_20150317_002814	
QUEST_LV_0100_20150317_002815	
QUEST_LV_0100_20150317_002816	Let's look for Achat
QUEST_LV_0100_20150317_002817	
QUEST_LV_0100_20150317_002818	
QUEST_LV_0100_20150317_002819	
QUEST_LV_0100_20150317_002820	
QUEST_LV_0100_20150317_002821	
QUEST_LV_0100_20150317_002822	
QUEST_LV_0100_20150317_002823	
QUEST_LV_0100_20150317_002824	
QUEST_LV_0100_20150317_002825	
QUEST_LV_0100_20150317_002826	
QUEST_LV_0100_20150317_002827	
QUEST_LV_0100_20150317_002828	
QUEST_LV_0100_20150317_002829	
QUEST_LV_0100_20150317_002830	
QUEST_LV_0100_20150317_002831	i'll burn the Vubbe Flag
QUEST_LV_0100_20150317_002832	Of the fire stick/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002833	
QUEST_LV_0100_20150317_002834	
QUEST_LV_0100_20150317_002835	
QUEST_LV_0100_20150317_002836	
QUEST_LV_0100_20150317_002837	Of waking/MAKING/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002838	
QUEST_LV_0100_20150317_002839	
QUEST_LV_0100_20150317_002840	
QUEST_LV_0100_20150317_002841	
QUEST_LV_0100_20150317_002842	
QUEST_LV_0100_20150317_002843	
QUEST_LV_0100_20150317_002844	
QUEST_LV_0100_20150317_002845	
QUEST_LV_0100_20150317_002846	Key during installation .../MAKING/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002847	
QUEST_LV_0100_20150317_002848	Agony of the Healer Lady (3)
QUEST_LV_0100_20150317_002849	Okay, I'll go look around again
QUEST_LV_0100_20150317_002850	That would not happen.
QUEST_LV_0100_20150317_002851	Notice/!/Get rid of the Chafer!
QUEST_LV_0100_20150317_002852	
QUEST_LV_0100_20150317_002853	
QUEST_LV_0100_20150317_002854	
QUEST_LV_0100_20150317_002855	Try to learn skills
QUEST_LV_0100_20150317_002856	Give me time to think about it
QUEST_LV_0100_20150317_002857	Press the key to check the skills. #7
QUEST_LV_0100_20150317_002858	
QUEST_LV_0100_20150317_002859	
QUEST_LV_0100_20150317_002860	
QUEST_LV_0100_20150317_002861	
QUEST_LV_0100_20150317_002862	
QUEST_LV_0100_20150317_002863	
QUEST_LV_0100_20150317_002864	
QUEST_LV_0100_20150317_002865	
QUEST_LV_0100_20150317_002866	
QUEST_LV_0100_20150317_002867	
QUEST_LV_0100_20150317_002868	
QUEST_LV_0100_20150317_002869	
QUEST_LV_0100_20150317_002870	It's easy
QUEST_LV_0100_20150317_002871	Removing/MAKING/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002872	
QUEST_LV_0100_20150317_002873	
QUEST_LV_0100_20150317_002874	Sure, I'll get rid of it.
QUEST_LV_0100_20150317_002875	
QUEST_LV_0100_20150317_002876	okay, I'll collect them.
QUEST_LV_0100_20150317_002877	
QUEST_LV_0100_20150317_002878	I'll be back quickly.
QUEST_LV_0100_20150317_002879	It looks impossible.
QUEST_LV_0100_20150317_002880	Lighting Fire/SITGROPE/1/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002881	
QUEST_LV_0100_20150317_002882	Accept immediately
QUEST_LV_0100_20150317_002883	
QUEST_LV_0100_20150317_002884	Trust him one more time
QUEST_LV_0100_20150317_002885	I will not be fooled again.
QUEST_LV_0100_20150317_002886	Igniting/SITGROPE/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002887	
QUEST_LV_0100_20150317_002888	I'll get rid of the demons
QUEST_LV_0100_20150317_002889	I can't do it all by myself.
QUEST_LV_0100_20150317_002890	
QUEST_LV_0100_20150317_002891	That's a reasonable opinion
QUEST_LV_0100_20150317_002892	
QUEST_LV_0100_20150317_002893	I will chase it immediately
QUEST_LV_0100_20150317_002894	I'm not yet ready.
QUEST_LV_0100_20150317_002895	Notice/Tenet Chapel 1st Floor was blocked by power of Gesti{nl}Find the way out to the 1st floor through the basement 1st floor!
QUEST_LV_0100_20150317_002896	
QUEST_LV_0100_20150317_002897	I'll restore it
QUEST_LV_0100_20150317_002898	Wait for a while
QUEST_LV_0100_20150317_002899	Restoring memorial/LOOK/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002900	Notice/You restored the Ruklys memorial and obtained the legacy of ruklys.{nl}You 0earned 1 stats point.
QUEST_LV_0100_20150317_002901	
QUEST_LV_0100_20150317_002902	I'll stay with you till the end
QUEST_LV_0100_20150317_002903	
QUEST_LV_0100_20150317_002904	Releasing the barrier/MAKING/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002905	
QUEST_LV_0100_20150317_002906	Notice/You read Lydia Schaffen's tombstone and gained enlightenment.{nl}You earned 1 stat point
QUEST_LV_0100_20150317_002907	
QUEST_LV_0100_20150317_002908	I'll help you.
QUEST_LV_0100_20150317_002909	
QUEST_LV_0100_20150317_002910	Finish it yourself.
QUEST_LV_0100_20150317_002911	Preparing sacrifice/MAKING/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002912	
QUEST_LV_0100_20150317_002913	
QUEST_LV_0100_20150317_002914	Starting conversation/TALK/1/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002915	Why are you roaming around?
QUEST_LV_0100_20150317_002916	
QUEST_LV_0100_20150317_002917	i'll get rid of Denoptic
QUEST_LV_0100_20150317_002918	Notice /Tomb is starting to shake. #4
QUEST_LV_0100_20150317_002919	
QUEST_LV_0100_20150317_002920	Let's find where it is collapsing.
QUEST_LV_0100_20150317_002921	Notice /Stop the guardians from destroying the Royal tomb.
QUEST_LV_0100_20150317_002922	
QUEST_LV_0100_20150317_002923	
QUEST_LV_0100_20150317_002924	Better stop them from destroying the Royal tomb.
QUEST_LV_0100_20150317_002925	Notice /Stop the guardians from destroying the Royal tomb.
QUEST_LV_0100_20150317_002926	
QUEST_LV_0100_20150317_002927	Better stop them from destroying the Royal tomb.
QUEST_LV_0100_20150317_002928	Notice/The tomb seems like it's going to crumble soon. Stop the guardians from destroying it #7
QUEST_LV_0100_20150317_002929	
QUEST_LV_0100_20150317_002930	Kill Bearkaras and stop the Royal tomb from collapsing
QUEST_LV_0100_20150317_002931	
QUEST_LV_0100_20150317_002932	Find the source of the Tomb's Evil Power
QUEST_LV_0100_20150317_002933	I'm not yet ready
QUEST_LV_0100_20150317_002934	
QUEST_LV_0100_20150317_002935	Let's pour the source of the evil power in the jar
QUEST_LV_0100_20150317_002936	I'm not yet ready
QUEST_LV_0100_20150317_002937	Notice /There is a sound of someone crying #5
QUEST_LV_0100_20150317_002938	
QUEST_LV_0100_20150317_002939	Go to fill the jar with the guardian's will
QUEST_LV_0100_20150317_002940	Installing the jar/MAKING/2.5/TRACK_BEFORE/None 
QUEST_LV_0100_20150317_002941	
QUEST_LV_0100_20150317_002942	
QUEST_LV_0100_20150317_002943	
QUEST_LV_0100_20150317_002944	Notice/The portal to the entrance of the Royal tomb is opened! #5
QUEST_LV_0100_20150317_002945	
QUEST_LV_0100_20150317_002946	Let's go get light the stone lantern
QUEST_LV_0100_20150317_002947	Loading power/ MAKING/3/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002948	
QUEST_LV_0100_20150317_002949	
QUEST_LV_0100_20150317_002950	Let's gather the active stones
QUEST_LV_0100_20150317_002951	
QUEST_LV_0100_20150317_002952	Go to destroy the evil power suppressor of the Royal tomb 
QUEST_LV_0100_20150317_002953	
QUEST_LV_0100_20150317_002954	
QUEST_LV_0100_20150317_002955	
QUEST_LV_0100_20150317_002956	Let's gather the force of the guardians and find the hidden treasure
QUEST_LV_0100_20150317_002957	Not interested
QUEST_LV_0100_20150317_002958	Notice /The royal guardian of the spell has opened his mouth. #7
QUEST_LV_0100_20150317_002959	
QUEST_LV_0100_20150317_002960	Go find the royal spell
QUEST_LV_0100_20150317_002961	Quit
QUEST_LV_0100_20150317_002962	
QUEST_LV_0100_20150317_002963	Gather the spel
QUEST_LV_0100_20150317_002964	
QUEST_LV_0100_20150317_002965	Let's light the royal stone lanterns
QUEST_LV_0100_20150317_002966	Igniting/ MAKING/2/TRACK_BEFORE/None
QUEST_LV_0100_20150317_002967	
QUEST_LV_0100_20150317_002968	Go to guard the Spell reservoir
QUEST_LV_0100_20150317_002969	
QUEST_LV_0100_20150317_002970	Find the contaminated core and remove it
